고객번호,분기_sum지수
00001,0.0
00002,0.7999999999999999
00003,-1.4999999999999998
00004,4.0
00006,0.20000000000000007
00007,-0.4
00008,1.6
00009,0.8999999999999999
00010,0.20000000000000007
00011,0.6
00012,-0.09999999999999998
00013,1.6
00014,1.2999999999999998
00015,0.6
00016,0.20000000000000007
00017,1.5
00018,3.2
00019,1.9
00020,-0.09999999999999998
00021,-0.8
00022,1.9
00023,0.20000000000000007
00024,2.9
00025,-0.5
00026,-0.4
00027,0.8999999999999999
00028,-1.9
00029,0.6
00030,1.6
00031,-1.7999999999999998
00032,1.6
00033,1.2999999999999998
00034,-0.09999999999999998
00035,-0.4
00036,2.5
00037,-3.3
00038,4.8
00039,-0.5
00040,1.6
00041,0.4999999999999999
00042,-0.8999999999999999
00043,-0.09999999999999998
00044,2.5
00045,-0.19999999999999996
00046,2.9
00047,1.6
00048,1.6999999999999997
00049,-1.2999999999999998
00050,3.2
00051,1.1
00052,3.3
00053,2.1999999999999997
00054,-2.9000000000000004
00055,1.9
00056,0.09999999999999987
00057,2.1999999999999997
00058,0.09999999999999987
00059,1.6999999999999997
00060,2.1999999999999997
00061,3.8999999999999995
00062,2.1999999999999997
00063,-0.2999999999999998
00064,-0.19999999999999996
00065,3.8999999999999995
00066,2.1999999999999997
00067,-0.4
00068,3.1
00069,1.2999999999999998
00070,3.8999999999999995
00071,-0.19999999999999996
00072,3.8999999999999995
00073,-0.19999999999999996
00074,-0.09999999999999998
00075,0.8999999999999999
00076,0.40000000000000013
00077,-1.7999999999999998
00078,3.2
00079,1.9
00080,2.5
00081,0.4999999999999999
00082,3.8999999999999995
00083,-0.8999999999999999
00084,1.6
00085,1.2
00086,4.6
00087,1.9
00088,2.1999999999999997
00089,2.9
00090,-1.6
00091,0.20000000000000007
00092,-0.19999999999999996
00093,4.1
00094,0.20000000000000007
00095,0.0
00096,6.3
00097,-2.9000000000000004
00098,5.5
00099,3.8999999999999995
00100,-1.2999999999999998
00101,2.3
00102,2.0
00103,1.7999999999999998
00104,4.9
00105,-0.19999999999999996
00106,0.7999999999999999
00107,0.6
00108,2.5
00109,-1.4999999999999998
00110,3.2
00111,1.6
00112,2.5
00113,1.6
00114,0.3
00115,-1.2
00116,-1.2
00117,0.8999999999999999
00118,0.7999999999999999
00119,1.5
00120,2.5999999999999996
00121,3.8999999999999995
00122,0.6
00123,2.3
00124,-2.0999999999999996
00125,0.8999999999999999
00126,1.9
00127,2.1999999999999997
00128,1.2999999999999998
00129,0.8999999999999999
00130,-2.0999999999999996
00131,-0.09999999999999998
00132,1.5
00133,0.20000000000000007
00134,1.2999999999999998
00135,-0.4
00136,-1.4
00137,-3.3
00138,1.6
00139,0.8999999999999999
00140,1.6
00141,-0.5
00143,3.8
00144,2.3
00145,0.20000000000000007
00146,4.3999999999999995
00147,0.8999999999999999
00148,2.9
00149,-3.8999999999999995
00150,-0.8
00151,4.6
00152,1.7999999999999998
00153,2.3
00154,0.20000000000000007
00155,0.7999999999999999
00156,4.199999999999999
00157,-1.1
00158,3.2
00159,1.6
00160,1.6
00161,-0.5
00162,4.199999999999999
00163,-1.2
00164,1.9
00165,-1.1
00166,-1.1
00167,4.8
00168,2.3
00169,3.5999999999999996
00170,0.6
00171,-2.9000000000000004
00172,1.9
00173,-0.8
00175,0.3
00176,-0.5
00177,2.1999999999999997
00178,1.7999999999999998
00179,0.7999999999999999
00180,-1.2
00181,5.0
00182,0.8999999999999999
00183,-0.8999999999999999
00184,1.2
00185,2.5
00186,4.6
00187,0.09999999999999987
00188,1.9
00189,1.6
00190,1.0
00191,2.9
00192,-1.1
00193,1.7999999999999998
00194,1.6
00195,0.3
00196,1.1
00197,1.5
00198,1.6
00199,-2.9000000000000004
00200,3.3
00201,1.7999999999999998
00202,-0.8
00203,3.1
00204,3.5999999999999996
00205,4.6
00206,1.9
00207,0.0
00208,1.5
00209,0.7999999999999999
00210,1.2
00211,-1.1
00212,-1.1
00213,5.199999999999999
00214,3.5999999999999996
00215,2.1999999999999997
00216,0.20000000000000007
00217,1.1
00218,3.5999999999999996
00219,0.3
00220,-0.2999999999999998
00221,-0.5
00222,0.8999999999999999
00223,1.9
00224,-0.8
00225,2.9
00226,2.9
00227,-0.09999999999999998
00228,-1.2999999999999998
00229,-0.19999999999999996
00230,3.2
00231,-0.5
00232,-0.7
00233,-2.0999999999999996
00234,3.8999999999999995
00235,5.199999999999999
00236,-1.4999999999999998
00237,2.1999999999999997
00238,0.40000000000000013
00239,3.5999999999999996
00240,-0.5999999999999999
00241,2.1999999999999997
00242,0.7999999999999999
00243,0.8999999999999999
00245,-1.4999999999999998
00246,-0.8999999999999999
00247,-0.19999999999999996
00248,1.2
00249,1.9
00250,1.6
00251,0.4999999999999999
00252,5.8
00253,0.6
00254,-1.4999999999999998
00255,2.9
00256,-1.6
00257,-0.19999999999999996
00258,4.9
00259,0.09999999999999987
00260,0.0
00261,1.9
00262,1.7999999999999998
00263,3.2
00264,0.09999999999999987
00265,-0.19999999999999996
00266,1.9
00267,1.5
00268,4.7
00269,2.5
00270,1.2
00271,-0.4
00272,-0.09999999999999998
00273,3.5999999999999996
00274,1.2
00275,0.6
00276,6.6
00277,1.6
00278,1.2
00279,0.4999999999999999
00280,2.5999999999999996
00281,0.4999999999999999
00282,-0.09999999999999998
00283,2.1999999999999997
00284,-0.8
00285,1.9
00286,-0.5999999999999999
00287,2.0
00288,-1.2
00289,3.0
00290,0.6
00291,4.199999999999999
00292,2.1
00293,-1.6
00294,2.9
00295,-0.19999999999999996
00296,3.2
00297,-2.5
00298,-2.2
00299,0.0
00300,1.2
00301,4.199999999999999
00302,2.5999999999999996
00303,2.5999999999999996
00304,1.7999999999999998
00305,-0.09999999999999998
00306,0.4999999999999999
00307,2.9
00308,-1.1
00309,0.40000000000000013
00310,2.5999999999999996
00311,0.09999999999999987
00312,-1.1
00313,3.5
00314,2.9
00315,0.4999999999999999
00316,-1.6
00317,-0.8
00318,2.1
00319,0.20000000000000007
00320,3.5
00321,0.7
00322,3.3
00323,6.6
00324,-0.19999999999999996
00325,2.3
00326,4.6
00327,0.7
00328,-3.2
00329,3.1
00330,1.6
00331,5.9
00332,0.20000000000000007
00333,3.8999999999999995
00334,2.5
00335,-1.9
00336,2.1999999999999997
00337,-0.09999999999999998
00338,2.1
00339,-0.5
00340,4.8
00341,3.3
00342,-1.2
00343,0.4999999999999999
00344,3.5
00345,0.8999999999999999
00346,-0.8
00347,1.1
00348,1.5
00349,1.9
00350,2.9
00351,3.1
00352,2.5
00353,1.9
00354,-0.8999999999999999
00355,0.4999999999999999
00356,0.20000000000000007
00357,-1.9
00358,1.2
00359,-0.8999999999999999
00360,5.199999999999999
00361,1.9
00362,-2.5
00363,1.6
00364,-0.09999999999999998
00365,-0.5999999999999999
00366,2.3
00367,-1.1
00368,3.0
00369,4.9
00370,0.20000000000000007
00371,-2.2
00372,-0.4
00373,2.5999999999999996
00374,-0.5
00375,0.4999999999999999
00376,1.1
00377,-0.09999999999999998
00378,1.7999999999999998
00379,1.9
00380,1.2
00381,0.4999999999999999
00382,-0.5999999999999999
00383,0.7999999999999999
00384,1.2
00385,3.2
00386,-0.19999999999999996
00387,2.9
00388,0.7999999999999999
00389,-0.7
00390,1.5
00391,4.199999999999999
00392,3.8999999999999995
00393,0.20000000000000007
00394,0.20000000000000007
00395,2.1999999999999997
00396,-2.9000000000000004
00397,-0.09999999999999998
00398,-0.7
00399,0.7999999999999999
00400,3.8
00401,2.5999999999999996
00402,2.1
00403,2.5999999999999996
00404,0.20000000000000007
00405,-0.8
00406,0.20000000000000007
00407,0.7999999999999999
00408,3.2
00409,-1.1
00410,-0.2999999999999998
00411,1.6
00412,1.6
00413,2.5
00414,-0.5
00415,5.8
00416,0.20000000000000007
00417,1.2
00418,-0.09999999999999998
00419,-0.5
00420,5.6
00421,-0.8999999999999999
00422,2.5999999999999996
00423,1.6
00424,2.1999999999999997
00425,0.4999999999999999
00426,-1.4999999999999998
00427,0.20000000000000007
00428,0.7999999999999999
00429,0.3
00430,0.3
00431,1.2999999999999998
00432,0.7999999999999999
00433,2.8
00434,-1.7999999999999998
00435,2.8
00436,2.1999999999999997
00437,3.5999999999999996
00438,3.5
00439,2.9
00440,-0.8
00441,2.5999999999999996
00442,0.8999999999999999
00443,0.8999999999999999
00444,2.3
00445,-0.4
00446,-0.4
00447,2.5
00448,-0.8999999999999999
00449,3.5
00450,0.20000000000000007
00451,2.5
00452,1.9
00453,1.2
00454,1.2
00455,0.6
00456,-0.09999999999999998
00457,1.2999999999999998
00458,-0.5
00459,-0.09999999999999998
00461,-0.09999999999999998
00462,-0.4
00463,1.1
00464,1.6
00465,-2.5
00466,-0.19999999999999996
00467,-0.8999999999999999
00468,1.6
00469,-1.9
00470,3.5
00471,-2.9000000000000004
00472,3.3
00473,5.1
00474,1.2999999999999998
00475,4.5
00476,1.2999999999999998
00477,1.6
00478,1.9
00479,-0.09999999999999998
00480,3.2
00481,-1.4
00482,1.5
00483,1.1
00484,0.7
00485,4.3
00486,2.8
00487,2.9
00488,1.7999999999999998
00489,3.2
00490,2.1999999999999997
00491,1.1
00492,2.5999999999999996
00493,3.5999999999999996
00494,0.3
00495,4.5
00496,0.8999999999999999
00497,3.5999999999999996
00498,2.1999999999999997
00499,1.1
00500,2.5999999999999996
00501,-1.4999999999999998
00502,0.40000000000000013
00503,0.4999999999999999
00504,2.3
00505,-2.6
00506,0.8999999999999999
00507,-0.09999999999999998
00508,0.6
00509,-1.2
00510,2.5999999999999996
00511,0.8999999999999999
00512,2.1999999999999997
00513,-0.2999999999999998
00514,-0.5
00515,4.8
00516,-0.4
00517,1.6
00518,-0.8999999999999999
00519,0.7999999999999999
00520,2.5999999999999996
00521,0.8999999999999999
00522,1.2
00523,0.4999999999999999
00524,0.3
00525,4.0
00526,-0.19999999999999996
00527,1.1
00528,-2.9000000000000004
00529,5.6
00530,-0.8
00531,4.9
00532,0.4999999999999999
00533,1.1
00534,2.1999999999999997
00535,0.09999999999999987
00536,2.1999999999999997
00537,2.8
00538,1.9
00539,0.7999999999999999
00540,1.7999999999999998
00541,3.1
00542,-2.2
00543,2.5
00544,0.20000000000000007
00545,2.5
00546,2.3
00547,0.8999999999999999
00548,5.9
00549,-0.09999999999999998
00550,0.20000000000000007
00551,0.7
00552,-1.7999999999999998
00553,3.5999999999999996
00554,-1.7999999999999998
00555,2.9
00556,1.5
00557,0.09999999999999987
00558,3.8999999999999995
00559,-1.9
00560,1.9
00561,2.1
00562,3.2
00563,1.2
00564,3.8
00565,0.40000000000000013
00566,0.8999999999999999
00567,1.6
00568,2.8
00569,0.4999999999999999
00570,2.9
00571,0.8999999999999999
00572,-0.09999999999999998
00573,0.8999999999999999
00574,-0.8
00575,1.7999999999999998
00576,1.2
00577,2.5
00578,-2.9000000000000004
00579,0.4999999999999999
00580,-0.4
00581,2.9
00582,-1.2
00583,-2.2
00584,2.1999999999999997
00585,0.20000000000000007
00586,0.8999999999999999
00587,0.6
00588,1.9
00589,-0.19999999999999996
00590,0.4999999999999999
00591,-2.5
00592,1.9
00593,1.5
00594,1.2
00595,4.199999999999999
00596,3.8
00597,1.5
00598,-2.2
00599,1.9
00600,3.3
00601,-1.7999999999999998
00602,2.5
00603,0.20000000000000007
00604,0.3
00605,-1.1
00606,3.3
00607,3.8999999999999995
00608,-0.09999999999999998
00609,-1.7999999999999998
00610,0.20000000000000007
00611,1.2999999999999998
00612,1.9
00613,1.2
00614,2.1999999999999997
00615,-0.8
00616,2.9
00617,0.8999999999999999
00618,2.4
00619,2.5
00620,1.2
00621,0.4999999999999999
00622,3.2
00623,7.1
00624,-1.1
00625,-0.8
00626,1.2
00627,0.4999999999999999
00628,3.5999999999999996
00629,-0.5
00630,0.09999999999999987
00631,0.20000000000000007
00632,-0.5
00633,0.8999999999999999
00634,-1.6
00635,2.5999999999999996
00636,3.5
00637,-1.9
00638,2.5999999999999996
00639,2.1999999999999997
00640,1.9
00641,-2.8
00642,-1.2
00643,2.1999999999999997
00644,-0.8999999999999999
00645,0.8999999999999999
00646,1.9
00647,1.9
00648,-1.2
00649,3.2
00650,-1.2
00651,1.9
00652,2.5
00653,-0.5
00654,0.20000000000000007
00655,3.8999999999999995
00656,-2.8
00657,3.8999999999999995
00658,1.5
00659,-0.5
00660,1.5
00661,0.09999999999999987
00662,3.5999999999999996
00663,-0.5999999999999999
00664,1.2
00665,-0.19999999999999996
00666,2.8
00667,-0.09999999999999998
00668,1.9
00669,-0.5
00670,2.9
00671,3.2
00672,2.5
00673,1.5
00674,-1.1
00675,3.8
00676,2.4
00677,1.2
00678,-2.2
00679,1.7999999999999998
00680,-1.9
00681,2.5999999999999996
00682,4.199999999999999
00683,1.2
00684,0.20000000000000007
00685,4.3
00686,-2.5
00687,-0.5
00688,3.5999999999999996
00689,-0.4
00690,0.8999999999999999
00691,1.9
00692,-0.8
00693,-0.8
00694,2.5999999999999996
00695,0.4999999999999999
00696,0.4999999999999999
00697,1.1
00698,1.5
00699,3.8
00700,3.3
00701,-1.1
00702,1.5
00703,1.5
00704,-0.5
00705,3.2
00706,0.20000000000000007
00707,5.199999999999999
00708,2.9
00709,3.2
00710,-3.2
00711,3.3
00712,0.20000000000000007
00713,0.4999999999999999
00714,1.7999999999999998
00715,0.8999999999999999
00716,1.7999999999999998
00717,1.6
00718,0.7999999999999999
00719,1.6
00720,0.20000000000000007
00721,2.1999999999999997
00722,-1.7000000000000002
00723,2.5
00724,0.8999999999999999
00725,0.20000000000000007
00726,-1.2
00727,1.7999999999999998
00728,-1.2
00729,1.9
00730,0.09999999999999987
00731,1.6
00732,0.8999999999999999
00733,2.1999999999999997
00734,1.7999999999999998
00735,2.5999999999999996
00736,3.2
00737,2.1999999999999997
00738,2.5
00739,-1.4999999999999998
00740,-1.4999999999999998
00741,3.2
00742,1.2
00743,1.9
00744,-2.2
00745,-0.4
00746,2.8
00747,0.20000000000000007
00748,-0.19999999999999996
00749,2.9
00750,-4.199999999999999
00751,2.8
00752,2.5
00753,0.3
00754,-1.4999999999999998
00755,2.5999999999999996
00756,1.5
00757,1.2
00758,1.4
00759,2.5999999999999996
00760,-1.1
00761,1.7999999999999998
00762,1.2
00763,1.7999999999999998
00764,-0.19999999999999996
00765,2.5999999999999996
00766,1.6
00767,1.2
00768,0.09999999999999987
00769,3.5
00770,0.4999999999999999
00771,-0.4
00772,0.3
00773,1.6999999999999997
00774,3.8999999999999995
00775,0.6
00776,1.1
00777,2.5999999999999996
00778,0.20000000000000007
00779,2.9
00780,3.2
00781,-1.7999999999999998
00782,4.8
00783,0.7999999999999999
00784,1.7999999999999998
00785,1.2
00786,-0.09999999999999998
00787,-0.5
00788,1.2
00789,0.8999999999999999
00790,0.09999999999999987
00791,3.5999999999999996
00792,1.5
00793,2.5
00794,1.2
00795,-2.5
00796,0.6
00797,1.6
00798,1.5
00799,2.8
00800,2.1999999999999997
00801,2.1999999999999997
00802,1.7999999999999998
00803,3.2
00804,2.5999999999999996
00805,3.2
00806,-1.4999999999999998
00807,1.6
00808,1.6
00809,0.8999999999999999
00810,3.2
00811,4.9
00812,-1.4999999999999998
00813,0.6
00814,0.4999999999999999
00815,2.9
00816,1.7999999999999998
00817,3.5
00818,0.3
00819,2.1
00820,-0.8
00821,1.5
00822,-1.9
00823,2.9
00824,-1.4999999999999998
00825,-2.8
00826,-1.9
00827,-0.8999999999999999
00828,1.6
00829,3.8999999999999995
00830,0.20000000000000007
00831,1.9
00832,-0.09999999999999998
00833,-0.8
00834,4.199999999999999
00835,1.2
00836,4.6
00837,1.2
00838,-2.0
00839,1.9
00840,1.5
00841,0.20000000000000007
00842,1.9
00843,1.9
00844,-2.0999999999999996
00845,2.5
00846,-0.19999999999999996
00847,-0.4
00848,4.9
00849,1.6
00850,-0.09999999999999998
00851,3.5999999999999996
00852,2.1999999999999997
00853,-1.2
00854,1.0
00855,0.6
00856,-4.300000000000001
00857,0.4999999999999999
00858,-0.19999999999999996
00859,0.4999999999999999
00860,1.5
00861,-0.5
00862,-0.5
00863,1.7999999999999998
00864,2.5
00865,-0.2999999999999998
00866,2.8
00867,1.6
00868,2.0
00869,-1.7999999999999998
00870,2.3
00871,0.4999999999999999
00872,0.8999999999999999
00873,1.2
00874,-0.19999999999999996
00875,0.7999999999999999
00876,1.2999999999999998
00877,-0.19999999999999996
00878,4.199999999999999
00879,-2.9000000000000004
00880,1.2
00881,5.5
00882,-2.3
00883,5.199999999999999
00884,1.9
00885,0.7999999999999999
00886,1.2
00887,0.20000000000000007
00888,2.1999999999999997
00889,-1.1
00890,-1.4999999999999998
00891,0.6
00892,2.8
00893,3.1
00894,1.9
00895,6.3
00896,2.1999999999999997
00897,1.2
00898,-0.19999999999999996
00899,3.5
00900,1.2
00901,-0.8
00902,0.4999999999999999
00903,-2.0999999999999996
00904,1.9
00906,4.5
00907,-0.19999999999999996
00908,-0.5
00909,4.6
00910,-0.09999999999999998
00911,1.4
00912,1.6
00913,1.2
00914,1.6
00915,0.20000000000000007
00916,1.6
00917,0.09999999999999987
00918,1.7999999999999998
00919,-3.2
00920,1.6
00921,1.6
00922,0.20000000000000007
00923,0.7999999999999999
00924,0.8999999999999999
00925,1.7999999999999998
00926,2.1
00927,1.9
00928,5.199999999999999
00929,3.1
00930,4.3
00931,-1.4999999999999998
00932,-0.09999999999999998
00933,3.1
00934,5.5
00935,-0.19999999999999996
00936,1.9
00937,0.8999999999999999
00938,0.9999999999999998
00939,2.3
00940,-0.4
00941,-0.09999999999999998
00942,0.8999999999999999
00943,-1.2
00944,-1.7999999999999998
00945,1.7999999999999998
00946,2.5999999999999996
00947,-1.1
00948,4.5
00949,1.5
00950,3.2
00951,3.3
00952,0.20000000000000007
00953,4.199999999999999
00954,-0.5
00955,2.9
00956,-2.9000000000000004
00957,0.8999999999999999
00958,-0.4
00959,1.2
00960,0.4999999999999999
00961,2.8
00962,-0.5
00963,3.5999999999999996
00964,-0.8
00965,-2.2
00966,1.1
00967,3.2
00968,0.8999999999999999
00969,0.40000000000000013
00970,4.3
00971,-0.8
00972,3.8
00973,1.2999999999999998
00974,2.9
00975,-1.2
00976,4.3
00977,4.6
00978,1.2
00979,1.2
00980,3.5999999999999996
00981,3.5
00982,3.0
00983,-1.4999999999999998
00984,1.2999999999999998
00986,-0.8
00987,2.9
00988,0.8999999999999999
00989,1.6
00990,0.4999999999999999
00991,1.9
00992,0.4999999999999999
00993,1.6
00994,3.2
00995,2.9
00996,-0.09999999999999998
00997,-1.2
00998,0.09999999999999987
00999,0.6
01000,-2.9000000000000004
01001,3.5999999999999996
01002,0.20000000000000007
01003,1.9
01004,0.7999999999999999
01005,1.5
01006,4.6
01007,0.20000000000000007
01008,-1.7999999999999998
01009,1.2
01010,1.9
01011,-1.9
01012,1.9
01013,-0.8
01014,3.2
01015,1.1
01016,-1.4999999999999998
01017,3.2
01018,2.1999999999999997
01019,3.3
01020,-0.7
01021,2.1999999999999997
01022,4.6
01023,-0.19999999999999996
01024,0.6
01025,0.20000000000000007
01026,0.4999999999999999
01027,0.8999999999999999
01028,1.2999999999999998
01029,1.2
01030,1.9
01031,-0.8999999999999999
01032,0.20000000000000007
01033,1.1
01034,0.7999999999999999
01035,1.5
01036,-1.9
01037,-0.19999999999999996
01038,0.20000000000000007
01039,1.6
01040,1.6
01041,-0.19999999999999996
01042,1.2999999999999998
01043,-1.4999999999999998
01044,-0.4
01045,1.2
01046,4.9
01047,2.9
01048,2.8
01049,3.1
01050,-1.2999999999999998
01051,0.7999999999999999
01052,-0.4
01053,1.5
01054,1.5
01055,3.7
01056,4.6
01057,1.5
01058,-0.09999999999999998
01059,0.6
01060,-1.4
01061,0.6
01062,-1.2
01063,0.8999999999999999
01064,3.2
01065,1.5
01066,2.3
01068,1.5
01069,2.9
01070,-0.8
01071,2.9
01072,1.2
01073,1.6
01074,0.20000000000000007
01075,-1.1
01076,-0.09999999999999998
01077,2.1999999999999997
01078,-0.7
01079,1.1
01080,-1.4999999999999998
01081,0.3
01082,-2.5
01083,-1.9
01084,2.5
01085,0.8999999999999999
01086,3.5
01087,2.3
01088,-2.5
01089,-1.2
01090,0.4999999999999999
01091,0.6
01092,3.2
01094,0.8999999999999999
01095,1.6
01096,1.2
01097,-0.5
01098,3.5999999999999996
01099,2.9
01100,0.20000000000000007
01101,0.8999999999999999
01102,1.9
01103,1.2999999999999998
01104,-1.4999999999999998
01105,4.199999999999999
01106,-0.19999999999999996
01107,2.1999999999999997
01108,1.9
01109,0.3
01110,2.9
