고객번호,가공식품_방문지수,신선식품_방문지수,일상용품_방문지수,의약품/의료기기_방문지수,교육/문화용품_방문지수,외식_방문지수,기타_방문지수,디지털/가전_방문지수,가구/인테리어_방문지수,의류_방문지수,전문스포츠/레저_방문지수,패션잡화_방문지수,유아동_방문지수,명품_방문지수
00001,1.2999999999999998,0.3,-0.8,1.0,0.0,1.2999999999999998,0.0,1.5,2.5,0.6,0.0,-0.19999999999999996,-0.4,0.3
00002,-1.4,-0.7,1.0,2.0,0.0,1.2999999999999998,0.0,-0.19999999999999996,-2.9000000000000004,0.4999999999999999,0.0,1.6,0.7999999999999999,1.2
00003,0.3,-0.4,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0
00004,0.6,0.3,1.0,-0.4,0.0,1.2,0.0,0.0,0.6,1.9,0.0,0.8999999999999999,1.2999999999999998,0.0
00006,0.6,-0.09999999999999998,-1.4,0.0,0.0,-0.4,0.0,0.0,1.5,3.5999999999999996,0.3,4.199999999999999,-0.7,1.6
00007,0.3,-0.7,2.5999999999999996,2.5999999999999996,1.9,1.2999999999999998,0.0,0.6,2.1999999999999997,0.3,0.6,-0.4,0.8999999999999999,1.2
00008,1.2999999999999998,0.0,1.0,0.0,0.3,0.6,0.0,0.6,0.3,2.5999999999999996,0.0,0.8999999999999999,0.8999999999999999,1.2999999999999998
00009,1.6,2.0,4.3,0.0,0.0,2.1999999999999997,0.0,3.2,2.3,2.3,2.0,2.5999999999999996,0.0,1.2
00010,0.3,-0.7,0.3,0.6,-0.7,0.8999999999999999,0.0,0.0,2.3,1.5,0.0,1.9,0.0,0.6
00011,-0.4,-0.8,-0.4,-0.7,-0.09999999999999998,0.8999999999999999,-0.09999999999999998,-1.1,-2.5,2.8,0.3,1.9,1.6,-0.09999999999999998
00012,0.6,0.6,1.6,0.0,0.0,0.8999999999999999,0.0,0.0,-0.7,1.2,0.0,0.6,0.0,0.0
00013,1.2999999999999998,0.3,0.6,0.3,3.5999999999999996,0.8999999999999999,-0.4,0.0,-0.7,0.20000000000000007,-0.7,0.8999999999999999,0.3,0.0
00014,0.3,-0.7,-0.09999999999999998,-0.4,0.0,2.5999999999999996,0.6,0.6,-0.8,1.6,1.0,2.5999999999999996,-1.4,2.0
00015,0.3,-0.7,0.3,0.6,1.0,1.6,0.0,0.0,0.6,1.2,-1.1,1.2,0.0,0.0
00016,1.0,0.6,3.5999999999999996,0.0,1.0,2.5999999999999996,0.0,1.0,0.0,1.5,0.0,0.20000000000000007,2.0,1.0
00017,1.6,2.1999999999999997,1.9,2.0,0.0,1.2,0.0,1.2999999999999998,0.6,-0.09999999999999998,0.0,0.8999999999999999,0.0,3.2
00018,-1.1,0.6,-1.1,0.0,0.0,-0.09999999999999998,0.0,-1.4,0.3,-5.6,0.6,-2.2,0.6,0.6
00019,-0.4,0.8999999999999999,0.3,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,3.2,1.2999999999999998,-0.4,0.0,2.3
00020,-0.4,-0.4,-0.4,0.0,0.0,0.6,0.0,0.0,0.3,0.8999999999999999,0.6,0.8999999999999999,0.3,0.0
00021,0.3,2.0,1.2999999999999998,0.0,1.9,0.0,0.0,-0.7,2.1999999999999997,4.3,2.9,-0.4,2.9,0.0
00022,0.0,-1.1,1.6,0.0,0.0,2.1999999999999997,0.0,0.6,0.0,0.6,0.0,1.6,0.0,1.2
00023,-0.4,-1.1,0.8999999999999999,0.0,0.6,0.20000000000000007,0.0,-0.7,0.3,1.9,0.3,1.6,0.3,1.5
00024,-0.7,0.6,1.2999999999999998,0.0,0.0,1.2999999999999998,0.0,0.0,0.6,2.5,-1.4,0.8999999999999999,0.6,0.8999999999999999
00025,1.6,0.3,0.8999999999999999,-0.7,0.0,0.6,0.0,0.0,0.0,4.9,0.0,2.9,0.0,3.2
00026,1.2999999999999998,1.6,0.8999999999999999,0.3,-0.5,0.6,0.0,2.5999999999999996,4.3,-1.4,0.6,2.1999999999999997,-0.4,-1.4999999999999998
00027,0.3,0.3,0.4999999999999999,0.0,0.0,0.6,0.0,0.0,1.0,0.6,0.0,0.8999999999999999,3.0,-0.5
00028,0.6,0.6,1.9,0.0,0.3,-0.4,0.0,0.0,0.0,-1.4999999999999998,0.0,0.6,0.0,0.0
00029,1.2999999999999998,1.2999999999999998,-0.09999999999999998,0.3,0.0,0.6,0.0,0.6,-2.8,2.3,0.0,0.8999999999999999,2.9,2.8
00030,1.2999999999999998,0.0,0.3,0.0,0.3,2.5999999999999996,0.0,0.3,2.5999999999999996,0.3,0.0,1.9,0.0,3.5
