고객번호,의류_상_방문지수
00001,0.8
00002,2.6
00004,5.0
00006,2.8000000000000003
00007,0.0
00008,1.2000000000000002
00009,0.6000000000000001
00010,-0.8
00011,-0.20000000000000018
00012,2.4000000000000004
00013,2.2
00014,1.0
00015,-1.0
00016,1.2000000000000002
00017,4.2
00018,-3.8000000000000007
00019,3.8
00020,3.8000000000000007
00021,0.8
00022,2.4000000000000004
00023,2.2
00024,0.0
00025,5.4
00026,1.0
00027,1.2000000000000002
00029,1.0
00030,0.19999999999999996
00031,0.8
00032,1.2000000000000002
00033,0.4
00034,3.2
00035,0.8
00036,4.800000000000001
00037,2.4000000000000004
00038,2.2
00039,-0.8
00040,3.6
00041,2.2
00042,1.0
00043,0.19999999999999996
00044,0.6000000000000001
00045,1.0
00046,2.6
00047,1.6
00048,0.19999999999999996
00049,-0.19999999999999996
00050,0.6000000000000001
00051,-0.19999999999999996
00052,0.0
00053,-0.3999999999999999
00056,2.4000000000000004
00058,0.8
00059,-0.19999999999999996
00060,0.3999999999999999
00061,0.3999999999999999
00062,2.2
00063,1.4000000000000001
00065,2.6
00066,1.0
00067,1.2000000000000002
00068,0.5999999999999996
00070,2.2
00072,-0.6000000000000001
00073,1.2000000000000002
00074,-2.2
00076,3.4000000000000004
00077,1.8
00078,2.4000000000000004
00079,3.2
00080,2.0
00081,-0.20000000000000018
00082,2.0
00083,3.8000000000000007
00084,0.6000000000000001
00085,1.0
00086,3.6
00087,0.8
00088,0.0
00089,0.4
00090,2.6
00091,0.8
00092,2.2
00093,2.0
00094,6.800000000000001
00095,0.8
00096,1.4000000000000001
00097,1.2000000000000002
00098,2.4000000000000004
00099,1.0
00100,2.6
00101,-0.6000000000000001
00102,2.2
00104,1.2000000000000002
00105,3.0000000000000004
00106,2.4000000000000004
00107,3.2
00108,3.2
00110,3.2
00112,2.4000000000000004
00113,-0.6000000000000003
00114,2.8000000000000003
00115,0.6000000000000001
00116,0.4
00117,-0.6000000000000003
00118,1.2000000000000002
00119,4.0
00120,0.4
00121,3.6
00122,2.2
00124,0.19999999999999973
00125,1.0
00126,0.6000000000000001
00127,0.4
00130,-0.20000000000000018
00131,5.2
00132,1.0
00133,3.4000000000000004
00134,0.8000000000000003
00135,4.6000000000000005
00136,2.8000000000000003
00137,-0.6000000000000003
00138,1.2000000000000002
00139,6.4
00140,-0.6000000000000001
00141,0.4
00144,5.2
00145,2.2
00146,0.0
00147,0.8000000000000003
00149,-1.8000000000000003
00150,1.4
00151,1.8
00152,2.2
00153,2.2
00154,1.2000000000000002
00155,0.6000000000000001
00156,1.0
00157,3.4000000000000004
00158,0.4
00159,1.8
00160,-1.0000000000000002
00161,1.0
00162,1.2000000000000002
00164,1.0
00165,1.0
00166,0.8
00167,1.8
00168,1.6
00169,-0.3999999999999999
00171,3.4000000000000004
00172,2.0
00173,1.6
00175,0.4
00177,1.6
00178,-0.7999999999999998
00179,1.4000000000000001
00180,0.4
00181,2.6
00182,2.6
00184,-1.4
00186,2.2
00187,-1.4000000000000004
00189,3.8000000000000007
00190,1.0
00191,0.19999999999999996
00192,2.8000000000000003
00194,0.6000000000000001
00196,0.0
00197,4.0
00198,3.8
00199,2.4000000000000004
00200,1.2000000000000002
00201,1.0
00202,3.2
00204,1.2000000000000002
00205,0.6000000000000001
00206,-0.8
00208,-1.6
00209,0.8
00211,3.4000000000000004
00212,1.4000000000000001
00213,3.0
00214,1.6
00215,0.0
00216,0.4
00217,0.0
00218,2.6
00219,1.8
00220,2.0
00221,0.4
00222,0.19999999999999996
00223,3.4000000000000004
00224,1.6
00225,-2.2
00229,2.8000000000000003
00230,1.2000000000000002
00231,0.8
00232,0.4
00233,2.4000000000000004
00234,3.2
00235,2.8000000000000003
00237,0.6000000000000001
00238,2.0
00239,1.4000000000000001
00240,-0.8
00241,2.4000000000000004
00242,0.4
00243,0.0
00245,2.8000000000000003
00246,2.2
00247,0.4
00248,1.8
00249,0.19999999999999996
00250,2.2
00251,2.2
00252,1.8
00253,5.0
00254,-1.4000000000000004
00255,0.8
00256,3.0
00257,0.8
00258,3.2
00259,3.4000000000000004
00260,0.4
00261,1.0
00262,2.8000000000000003
00263,1.0
00264,2.2
00265,-0.3999999999999999
00266,1.0
00267,0.0
00268,-0.3999999999999999
00269,-0.6000000000000003
00271,4.800000000000001
00272,1.6
00273,1.2000000000000002
00275,1.6
00276,0.4
00277,3.0
00279,3.2
00280,3.4000000000000004
00281,1.4000000000000001
00282,-0.3999999999999999
00283,0.19999999999999996
00285,1.4000000000000001
00286,3.2
00287,2.4000000000000004
00288,-1.2000000000000002
00289,0.4
00292,2.0
00293,1.2000000000000002
00294,3.4000000000000004
00295,4.2
00296,-2.0000000000000004
00297,4.800000000000001
00298,2.6
00299,0.8
00300,1.2000000000000002
00301,1.2000000000000002
00302,2.6
00303,1.0
00304,1.8
00305,0.19999999999999996
00306,4.2
00307,0.19999999999999996
00308,2.4000000000000004
00309,3.6
00310,1.4000000000000001
00311,2.4000000000000004
00313,-0.19999999999999996
00314,-2.0
00315,5.2
00316,1.0
00317,3.0
00318,1.2000000000000002
00319,0.19999999999999996
00320,1.6
00321,0.6000000000000001
00322,0.8
00323,1.0
00324,1.0
00325,1.8
00326,3.8000000000000007
00327,0.19999999999999996
00328,0.19999999999999996
00329,0.19999999999999996
00331,2.4000000000000004
00332,2.2
00333,2.8000000000000003
00334,5.4
00335,1.4000000000000001
00336,0.0
00337,1.4000000000000001
00338,1.2000000000000002
00340,4.0
00341,2.2
00343,1.0
00344,-0.8
00345,1.4000000000000001
00346,2.4000000000000004
00347,1.8
00349,0.3999999999999999
00350,2.8000000000000003
00351,0.0
00352,0.6000000000000001
00355,1.6
00356,1.2000000000000002
00357,0.4
00358,5.2
00359,1.2000000000000002
00360,3.0000000000000004
00361,0.19999999999999973
00362,2.0
00363,1.8
00364,4.6000000000000005
00365,-0.20000000000000018
00366,0.4
00367,3.0
00368,3.0
00369,0.3999999999999999
00372,0.4
00373,2.6
00374,0.8
00375,0.8
00377,2.4000000000000004
00378,0.6000000000000001
00379,3.0
00380,1.2000000000000002
00381,1.0
00382,3.0
00383,2.2
00385,1.8
00386,-2.5999999999999996
00387,1.2000000000000002
00388,-0.6000000000000003
00389,-0.8
00391,2.2
00392,2.4000000000000004
00393,2.8000000000000003
00394,-1.0000000000000002
00395,2.6
00396,0.4
00397,0.4
00398,1.6
00399,0.6000000000000001
00400,1.4000000000000001
00401,0.0
00402,-1.0000000000000002
00403,1.0
00404,0.0
00405,-1.0000000000000002
00407,1.4000000000000001
00408,1.8
00409,1.0
00411,1.2000000000000002
00412,-0.6000000000000003
00413,3.6
00414,-0.3999999999999999
00415,2.8000000000000003
00416,1.8
00417,1.2000000000000002
00419,-1.0000000000000002
00420,1.6
00421,2.2
00422,3.2
00423,0.6000000000000001
00425,1.8
00426,4.0
00427,2.8000000000000003
00428,1.6
00429,0.8000000000000003
00430,2.2
00431,2.8000000000000003
00432,3.0
00433,0.8
00434,0.0
00435,1.4000000000000001
00436,-0.6000000000000001
00437,0.8
00438,0.8
00440,0.3999999999999999
00441,3.6
00443,1.2000000000000002
00444,3.0
00445,0.0
00446,2.0
00447,0.4
00448,1.2000000000000002
00449,2.4000000000000004
00450,0.6000000000000001
00451,-0.3999999999999999
00453,2.8000000000000003
00454,3.4000000000000004
00455,2.0
00456,3.2
00457,2.2
00458,2.8000000000000003
00459,2.6
00462,2.6
00463,1.8
00464,0.19999999999999996
00465,1.2000000000000002
00466,1.6
00467,-1.4000000000000004
00468,0.6000000000000001
00469,2.4000000000000004
00470,0.4
00471,0.6000000000000001
00474,0.3999999999999999
00475,-1.0000000000000002
00477,2.6
00478,0.6000000000000001
00479,2.4000000000000004
00480,1.6
00481,2.0
00482,0.8
00483,0.19999999999999996
00484,0.6000000000000001
00485,0.8
00486,-1.6
00489,1.6
00490,3.6
00491,2.6
00492,0.6000000000000001
00494,2.2
00496,3.6
00498,1.4000000000000001
00500,-1.4000000000000004
00501,1.8
00502,0.6000000000000001
00503,4.6000000000000005
00504,1.2000000000000002
00505,1.8
00506,2.4000000000000004
00507,2.2
00508,0.0
00509,1.8
00510,2.0
00513,0.0
00514,0.4
00515,3.0
00517,3.2
00518,0.8000000000000003
00519,7.600000000000001
00520,5.6000000000000005
00521,0.6000000000000001
00522,1.6
00524,4.0
00525,3.2
00526,1.6
00527,0.6000000000000001
00529,-1.0000000000000002
00530,2.8000000000000003
00531,3.4000000000000004
00532,3.0
00534,0.0
00535,4.6000000000000005
00536,0.8
00538,2.2
00539,1.6
00540,4.2
00542,2.4000000000000004
00543,-0.8
00544,-0.8
00545,0.8
00546,1.0
00547,3.2
00548,-0.6000000000000003
00549,-0.6000000000000003
00550,3.4000000000000004
00551,1.8
00552,4.0
00553,1.0
00554,0.6000000000000001
00555,0.3999999999999999
00557,1.6
00558,0.4
00559,0.6000000000000001
00560,2.0
00561,0.8
00562,-1.4000000000000004
00563,1.0
00564,1.8
00565,4.4
00566,1.0
00567,1.4000000000000001
00569,1.6
00571,1.0
00572,1.2000000000000002
00573,5.0
00574,1.6
00575,3.6
00576,3.8000000000000007
00577,1.4000000000000001
00578,-0.8
00580,-0.19999999999999996
00582,4.0
00584,1.8
00585,4.6000000000000005
00586,2.0
00587,2.0
00588,0.6000000000000001
00589,3.2
00590,1.4000000000000001
00592,1.6
00593,3.2
00594,0.19999999999999996
00595,-1.0000000000000002
00596,-0.3999999999999999
00597,2.6
00598,1.4000000000000001
00599,-0.20000000000000018
00600,0.6000000000000001
00601,0.3999999999999999
00602,3.6
00603,0.6000000000000001
00604,0.0
00606,1.8
00607,2.4000000000000004
00608,3.0
00610,2.2
00611,-0.6000000000000003
00612,1.8
00613,2.8000000000000003
00614,3.0
00615,1.2000000000000002
00616,0.4
00617,2.0
00618,3.6
00619,0.8
00620,2.4000000000000004
00622,1.4000000000000001
00623,-0.19999999999999996
00624,0.4
00627,3.0
00628,-0.6000000000000003
00629,0.4
00630,-0.3999999999999999
00631,3.4000000000000004
00632,-0.6000000000000001
00633,1.8
00634,-0.20000000000000018
00635,-1.2000000000000002
00636,0.8
00637,3.4000000000000004
00638,1.2000000000000002
00639,-0.6000000000000003
00640,1.6
00641,4.0
00642,1.8
00643,2.2
00644,0.3999999999999999
00645,-0.8
00646,1.6
00647,-0.6000000000000001
00648,0.19999999999999996
00649,1.2000000000000002
00651,3.8
00652,-0.8
00653,1.0
00654,4.2
00656,2.8000000000000003
00657,-0.19999999999999996
00658,1.0
00661,2.2
00664,-0.19999999999999996
00665,0.0
00666,0.4
00667,3.2
00669,2.8000000000000003
00670,0.6000000000000001
00671,-1.2000000000000002
00672,2.4000000000000004
00673,0.8000000000000003
00674,-0.20000000000000018
00675,0.8
00676,1.6
00677,2.8000000000000003
00679,0.8
00680,2.4000000000000004
00681,2.0
00683,-0.3999999999999999
00684,0.8
00686,-1.4000000000000004
00687,3.2
00689,1.2000000000000002
00690,2.2
00691,3.6
00692,2.6
00693,0.6000000000000001
00694,1.2000000000000002
00695,2.8000000000000003
00696,0.19999999999999996
00697,2.6
00698,0.19999999999999996
00699,0.4
00700,0.4
00701,1.2000000000000002
00702,2.0
00703,2.8000000000000003
00704,2.0
00706,4.0
00707,2.0
00708,1.8
00709,1.0
00710,2.6
00711,1.0
00712,1.8
00713,0.8
00714,0.19999999999999996
00715,2.2
00716,1.2000000000000002
00717,0.3999999999999999
00718,4.6000000000000005
00719,0.4
00723,1.2000000000000002
00725,0.0
00726,2.0
00727,0.0
00728,0.6000000000000001
00729,3.0
00730,0.3999999999999999
00731,0.6000000000000001
00732,2.0
00733,1.0
00734,0.4
00735,3.8000000000000007
00736,2.6
00737,4.2
00738,0.4
00739,0.0
00741,1.2000000000000002
00742,0.3999999999999999
00743,1.2000000000000002
00744,0.4
00745,1.8
00746,2.4000000000000004
00747,2.0
00748,2.0
00749,1.2000000000000002
00751,0.0
00752,0.6000000000000001
00753,0.4
00754,1.4000000000000001
00755,1.6
00756,-0.19999999999999996
00757,2.6
00758,3.8
00759,1.8
00760,3.0
00761,0.4
00762,0.8
00763,0.3999999999999999
00764,0.6000000000000001
00765,1.2000000000000002
00766,2.8000000000000003
00767,1.6
00768,1.6
00769,-0.7999999999999998
