고객번호,일상용품_상_방문지수
00001,-3.0000000000000004
00002,0.0
00003,1.4000000000000001
00004,0.19999999999999996
00006,-0.8
00007,1.4000000000000001
00008,-0.19999999999999996
00009,4.800000000000001
00010,0.7999999999999998
00011,-0.3999999999999999
00012,2.0
00013,2.2
00014,0.6000000000000001
00015,1.4000000000000001
00016,3.6
00017,3.2
00018,-2.5999999999999996
00019,-0.19999999999999996
00020,1.8
00021,-0.3999999999999999
00022,1.4000000000000001
00023,1.2000000000000002
00024,0.19999999999999996
00025,-0.6000000000000003
00026,0.6000000000000001
00027,6.4
00028,1.4000000000000001
00029,0.6000000000000001
00030,-0.3999999999999999
00031,1.8
00032,1.6
00033,0.8
00034,1.6
00035,1.0
00036,4.0
00037,3.0000000000000004
00038,2.2
00039,4.800000000000001
00040,0.19999999999999996
00041,1.8
00042,-0.19999999999999996
00043,-1.8000000000000003
00044,1.0
00045,2.0
00046,1.6
00047,1.2000000000000002
00048,-0.3999999999999999
00049,-0.20000000000000018
00050,-0.3999999999999999
00051,0.6000000000000001
00052,0.4
00053,2.2
00054,-2.2
00055,1.8
00056,0.19999999999999973
00058,4.6000000000000005
00059,0.6000000000000001
00060,1.6
00061,-0.20000000000000018
00062,2.8000000000000003
00063,2.8000000000000003
00064,0.19999999999999996
00065,1.2000000000000002
00066,3.0
00067,0.8
00068,-1.2000000000000002
00069,0.8
00070,1.6
00071,0.4
00072,2.6
00073,-1.4000000000000004
00074,2.8000000000000003
00075,-0.8
00076,-1.0000000000000002
00077,0.8000000000000003
00078,1.8
00079,1.2000000000000002
00080,2.6
00081,1.2000000000000002
00082,0.19999999999999996
00083,2.4000000000000004
00084,-1.0000000000000002
00085,0.3999999999999999
00086,0.4
00087,1.2000000000000002
00088,1.8
00089,1.0
00090,0.19999999999999996
00091,0.8000000000000003
00092,1.4000000000000001
00093,2.4000000000000004
00094,4.800000000000001
00095,-0.6000000000000003
00096,-0.8
00097,-1.4000000000000004
00098,0.0
00099,1.8
00100,0.6000000000000001
00101,-1.0000000000000002
00102,-1.0000000000000002
00103,2.0
00104,-0.19999999999999996
00105,2.6
00106,0.19999999999999996
00107,0.0
00108,0.6000000000000001
00109,0.8
00110,2.6
00111,1.0
00112,3.8000000000000007
00113,-0.19999999999999996
00114,1.2000000000000002
00115,-1.0000000000000002
00116,-0.3999999999999999
00117,4.4
00118,-0.19999999999999996
00119,2.0
00120,2.4000000000000004
00121,4.6000000000000005
00122,0.8
00123,1.2000000000000002
00124,0.19999999999999996
00125,0.0
00126,0.19999999999999973
00127,-0.20000000000000018
00128,-0.8
00129,0.4
