고객번호,의류_상_구매지수
00001,0.4
00002,0.8
00004,8.8
00006,0.4
00007,-0.8
00008,4.4
00009,-0.19999999999999996
00010,-1.2000000000000006
00011,-1.8000000000000003
00012,9.4
00013,7.4
00014,0.19999999999999996
00015,-3.4000000000000004
00016,2.4000000000000004
00017,7.200000000000001
00018,0.19999999999999973
00019,3.2
00020,8.4
00021,2.8000000000000003
00022,3.2
00023,0.4
00024,0.0
00025,1.8
00026,-0.19999999999999996
00027,-0.8
00029,0.4
00030,0.8
00031,2.4000000000000004
00032,2.4000000000000004
00033,2.0
00034,2.8000000000000003
00035,1.8
00036,9.4
00037,0.8
00038,4.4
00039,-0.19999999999999996
00040,0.8
00041,2.2
00042,6.000000000000001
00043,-1.2000000000000006
00044,-2.4000000000000004
00045,0.8
00046,1.2000000000000002
00047,4.800000000000001
00048,0.8
00049,0.4
00050,-0.8000000000000007
00051,-0.5999999999999996
00052,1.8
00053,-0.19999999999999996
00056,1.4000000000000001
00058,0.4
00059,0.4
00060,0.7999999999999998
00061,2.8000000000000003
00062,-2.2
00063,7.0
00065,8.8
00066,5.4
00067,6.800000000000001
00068,0.0
00070,6.800000000000001
00072,-3.6000000000000005
00073,0.4
00074,-4.2
00076,6.4
00077,0.8
00078,2.2
00079,9.0
00080,4.800000000000001
00081,-1.2000000000000002
00082,1.2000000000000002
00083,2.2
00084,-0.8
00085,6.4
00086,6.2
00087,2.4000000000000004
00088,-0.19999999999999996
00089,2.4000000000000004
00090,-0.19999999999999996
00091,2.4000000000000004
00092,2.2
00093,0.4
00094,7.4
00095,2.4000000000000004
00096,3.8000000000000007
00097,-0.6000000000000001
00098,8.4
00099,1.2000000000000002
00100,7.4
00101,-3.6000000000000005
00102,1.8
00104,2.4000000000000004
00105,6.000000000000001
00106,-0.6000000000000001
00107,0.4
00108,5.4
00110,8.8
00112,0.8
00113,-0.19999999999999996
00114,7.200000000000001
00115,-0.40000000000000036
00116,2.4000000000000004
00117,-1.8000000000000003
00118,0.4
00119,1.4000000000000001
00120,0.4
00121,10.8
00122,3.2
00124,-0.19999999999999996
00125,-3.2000000000000006
00126,0.19999999999999996
00127,2.4000000000000004
00130,-3.8000000000000007
00131,6.4
00132,5.0
00133,9.600000000000001
00134,2.6000000000000005
00135,8.8
00136,5.6000000000000005
00137,0.19999999999999996
00138,2.4000000000000004
00139,4.2
00140,0.8
00141,2.0
00144,9.8
00145,-0.19999999999999996
00146,-0.8
00147,-0.19999999999999996
00149,-3.2000000000000006
00150,-1.0
00151,2.2
00152,1.2000000000000002
00153,2.2
00154,2.8000000000000003
00155,0.4
00156,-0.3999999999999999
00157,6.4
00158,2.4000000000000004
00159,0.8
00160,-1.6000000000000005
00161,-0.19999999999999996
00162,0.4
00164,-0.19999999999999996
00165,-2.8000000000000007
00166,2.8000000000000003
00167,2.8000000000000003
00168,0.4
00169,-1.6000000000000005
00171,1.6
00172,2.8000000000000003
00173,4.800000000000001
00175,2.4000000000000004
00177,-0.19999999999999996
00178,-0.8000000000000007
00179,-0.19999999999999996
00180,2.4000000000000004
00181,0.4
00182,0.4
00184,-1.8000000000000003
00186,0.8
00187,0.8000000000000003
00189,0.8
00190,-0.8000000000000007
00191,0.4
00192,5.8
00194,-3.6000000000000005
00196,-0.19999999999999996
00197,2.8000000000000003
00198,1.2000000000000002
00199,8.8
00200,4.800000000000001
00201,-0.6000000000000001
00202,0.4
00204,0.4
00205,0.19999999999999996
00206,-0.5999999999999996
00208,-2.8000000000000007
00209,0.19999999999999996
00211,9.4
00212,8.0
00213,5.8
00214,2.8000000000000003
00215,0.0
00216,2.4000000000000004
00217,0.0
00218,0.4
00219,0.0
00220,6.000000000000001
00221,2.4000000000000004
00222,0.19999999999999996
00223,6.4
00224,-0.6000000000000001
00225,-4.4
00229,0.4
00230,5.2
00231,2.8000000000000003
00232,2.4000000000000004
00233,4.800000000000001
00234,8.4
00235,5.6000000000000005
00237,-0.6000000000000001
00238,3.6
00239,-0.19999999999999996
00240,-1.2000000000000006
00241,0.8
00242,2.4000000000000004
00243,0.0
00245,8.8
00246,1.0
00247,2.0
00248,2.6000000000000005
00249,0.4
00250,0.4
00251,0.8
00252,-1.2000000000000006
00253,6.800000000000001
00254,0.19999999999999996
00255,-0.6000000000000001
00256,0.19999999999999996
00257,2.4000000000000004
00258,1.4000000000000001
00259,2.3999999999999995
00260,2.4000000000000004
00261,0.6000000000000001
00262,5.2
00263,5.0
00264,7.4
00265,0.4
00266,0.8
00267,-0.19999999999999996
00268,-3.4000000000000004
00269,-3.4000000000000004
00271,9.200000000000001
00272,0.8
00273,2.8000000000000003
00275,0.8
00276,2.4000000000000004
00277,9.200000000000001
00279,8.8
00280,0.4
00281,1.4000000000000001
00282,-0.6000000000000001
00283,0.8
00285,6.4
00286,12.0
00287,8.4
00288,-3.6000000000000005
00289,2.4000000000000004
00292,0.4
00293,3.2
00294,5.2
00295,2.2
00296,-4.0
00297,0.4
00298,0.8
00299,4.0
00300,2.4000000000000004
00301,2.4000000000000004
00302,0.4
00303,3.2
00304,7.800000000000001
00305,0.4
00306,0.4
00307,0.8
00308,2.4000000000000004
00309,9.200000000000001
00310,4.6000000000000005
00311,8.0
00313,-0.6000000000000001
00314,-0.8
00315,2.8000000000000003
00316,2.8000000000000003
00317,2.8000000000000003
00318,2.8000000000000003
00319,0.8
00320,1.8
00321,-0.19999999999999996
00322,2.4000000000000004
00323,0.19999999999999996
00324,0.4
00325,0.4
00326,6.000000000000001
00327,-0.6000000000000001
00328,0.4
00329,1.2000000000000002
00331,4.4
00332,-0.19999999999999996
00333,7.4
00334,2.4000000000000004
00335,0.8
00336,-1.8000000000000003
00337,0.4
00338,2.4000000000000004
00340,6.800000000000001
00341,0.8
00343,0.8
00344,-1.2000000000000002
00345,-0.19999999999999996
00346,8.4
00347,0.0
00349,-1.2000000000000002
00350,8.4
00351,0.19999999999999996
00352,0.4
00355,-3.2000000000000006
00356,0.4
00357,2.4000000000000004
00358,7.4
00359,2.2
00360,6.000000000000001
00361,-0.6000000000000001
00362,6.000000000000001
00363,0.6000000000000001
00364,8.8
00365,0.0
00366,2.4000000000000004
00367,2.8000000000000003
00368,1.2000000000000002
00369,-0.6000000000000001
00372,2.0
00373,7.2
00374,0.0
00375,-0.19999999999999996
00377,0.4
00378,-0.6000000000000001
00379,1.2000000000000002
00380,2.4000000000000004
00381,4.4
00382,6.2
00383,0.19999999999999996
00385,7.4
00386,-3.8000000000000007
00387,0.4
00388,-0.19999999999999996
00389,-1.6000000000000005
00391,2.2
00392,8.4
00393,4.0
00394,-1.2000000000000006
00395,8.8
00396,2.0
00397,2.4000000000000004
00398,0.8
00399,0.4
00400,-0.19999999999999996
00401,0.4
00402,-0.8
00403,6.000000000000001
00404,0.19999999999999996
00405,-3.2000000000000006
00407,-0.19999999999999996
00408,0.0
00409,-0.19999999999999996
00411,0.4
00412,-0.8
00413,0.8
00414,0.4
00415,7.0
00416,0.4
00417,2.4000000000000004
00419,-3.8000000000000007
00420,-0.19999999999999996
00421,0.8
00422,8.4
00423,0.8
00425,7.800000000000001
00426,0.8
00427,5.8
00428,2.2
00429,-0.8
00430,-0.6000000000000001
00431,7.800000000000001
00432,2.8000000000000003
00433,-0.6000000000000001
00434,-0.8
00435,0.19999999999999996
00436,-0.19999999999999996
00437,2.4000000000000004
00438,-0.6000000000000001
00440,0.19999999999999996
00441,2.8000000000000003
00443,1.4000000000000001
00444,3.4000000000000004
00445,0.0
00446,6.000000000000001
00447,2.0
