0,1,2,3,4,5,6,7,8,9,10
34.76941895484924,35.71169710159302,36.7016339302063,37.92599892616272,38.92354393005371,40.01521396636963,41.31686592102051,42.97507309913635,44.98017907142639,46.9459969997406,49.36354899406433
34.645649909973145,35.44300293922424,36.56092691421509,37.43399715423584,38.629542112350464,39.89657497406006,41.293123960494995,42.94257593154907,44.882753133773804,46.78859901428223,49.25955390930176
34.61099886894226,35.53477096557617,36.37052798271179,37.51399803161621,38.604593992233276,39.92520499229431,41.29484820365906,42.912095069885254,44.725542068481445,46.80264711380005,49.27255296707153
34.614585161209106,35.637032985687256,36.369614124298096,37.43464493751526,38.78199911117554,40.37152409553528,41.57963681221008,42.92273211479187,44.73856210708618,46.7960000038147,49.264983892440796
34.612001180648804,35.430325984954834,36.386883020401,37.4259979724884,38.599528789520264,39.97754096984863,41.371713161468506,42.900994062423706,44.81681704521179,46.79366397857666,49.28109002113342
34.60879898071289,35.6759979724884,36.37915515899658,37.458001136779785,38.61867809295654,39.89899802207947,41.31570291519165,42.93853807449341,44.80907392501831,46.785523891448975,49.30574893951416
34.69755792617798,35.61177682876587,36.49899697303772,37.54760694503784,38.71199703216553,39.86750388145447,41.644490003585815,43.75341606140137,44.753576040267944,46.95256805419922,49.24340796470642
34.599873065948486,35.41700005531311,36.36864614486694,37.41402506828308,38.62274098396301,39.87313508987427,41.29971408843994,42.91166687011719,44.727060079574585,46.78271508216858,49.23364186286926
34.59374713897705,35.41099500656128,36.36354303359985,37.41055703163147,38.590996980667114,39.86962294578552,41.293635845184326,42.928574085235596,44.72799587249756,46.781534910202026,49.33689498901367
34.61099910736084,35.43676495552063,36.37839484214783,37.63906383514404,38.70856285095215,40.00151991844177,41.4118070602417,43.092998027801514,44.98701000213623,46.996999979019165,49.247588872909546
