고객번호,신선식품_중_방문지수
00001,1.8
00002,-1.2000000000000002
00003,-1.2000000000000002
00004,2.8000000000000003
00006,1.4000000000000001
00007,0.19999999999999996
00008,1.8
00009,1.2000000000000002
00010,1.4000000000000001
00011,-1.8000000000000003
00012,1.8
00013,1.2000000000000002
00014,-0.3999999999999999
00015,0.19999999999999996
00016,1.2000000000000002
00017,2.6
00018,2.2
00019,1.4000000000000001
00020,-2.4000000000000004
00021,0.8
00022,-1.4000000000000004
00023,-1.4000000000000004
00024,3.0
00025,2.2
00026,0.19999999999999996
00027,3.4000000000000004
00028,2.8000000000000003
00029,2.0
00030,0.0
00031,2.0
00032,0.4
00033,1.8
00034,-0.19999999999999996
00035,1.4000000000000001
00036,-0.19999999999999996
00037,1.0
00038,0.8
00039,3.0000000000000004
00040,0.19999999999999996
00041,4.0
00042,2.0
00043,-0.19999999999999996
00044,0.6000000000000001
00045,1.4000000000000001
00046,3.0000000000000004
00047,-0.8
00048,0.19999999999999996
00049,0.4
00050,0.19999999999999996
00051,-2.0
00052,1.2000000000000002
00053,1.6
00054,-0.3999999999999999
00055,0.8
00056,0.6000000000000001
00057,-3.0
00058,0.6000000000000001
00059,0.8
00060,2.0
00061,-1.2000000000000002
00062,0.19999999999999996
00063,1.8
00064,4.4
00065,1.2000000000000002
00066,1.4000000000000001
00067,0.19999999999999996
00068,-1.2000000000000002
00069,0.4
00070,-3.0
00071,-1.0000000000000002
00072,1.4000000000000001
00073,-0.3999999999999999
00074,3.4000000000000004
00075,-1.2000000000000002
00076,1.0
00077,0.4
00078,0.6000000000000001
00079,1.6
00080,0.8
00081,0.8
00082,2.4000000000000004
00083,1.4000000000000001
00084,1.2000000000000002
00085,0.8
00086,0.8
00087,-0.8
00088,-1.2000000000000002
00089,0.4
00090,3.4000000000000004
00091,1.4000000000000001
00092,0.8
00093,1.0
00094,4.4
00095,0.8
00096,1.4000000000000001
00097,0.8
00098,0.19999999999999996
00099,0.4
00100,0.6000000000000001
00101,1.2000000000000002
00102,0.4
00103,0.6000000000000001
00104,0.19999999999999996
00105,-0.8
00106,2.0
00107,-1.0000000000000002
00108,2.2
00109,-0.3999999999999999
00110,-0.19999999999999996
00111,1.8
00112,1.4000000000000001
00113,-0.6000000000000001
00114,1.6
00115,0.6000000000000001
00116,0.8
00117,1.2000000000000002
00118,0.4
00119,0.8
00120,0.8
00121,1.4000000000000001
00122,2.8000000000000003
00123,1.2000000000000002
00124,1.8
00125,0.4
00126,3.2
00127,1.2000000000000002
00128,1.2000000000000002
00129,2.8000000000000003
00130,0.4
00131,0.6000000000000001
00132,-1.4000000000000004
00133,0.0
00134,-1.0000000000000002
00135,-0.19999999999999996
00136,-0.19999999999999996
00137,-0.19999999999999996
00138,1.2000000000000002
00139,1.8
00140,0.4
00141,1.8
00143,2.4000000000000004
00144,-2.4000000000000004
00145,-0.19999999999999996
00147,-0.19999999999999996
00148,1.2000000000000002
00149,2.8000000000000003
00150,3.6
00151,0.19999999999999996
00152,-2.4000000000000004
00153,-0.8
00154,1.8
00155,-0.6000000000000001
00156,0.4
00157,0.4
00158,2.2
00159,-0.3999999999999999
00160,0.8
00161,1.2000000000000002
00162,-0.3999999999999999
00163,-0.8
00164,1.6
00165,1.2000000000000002
00166,4.4
00167,0.8
00168,1.2000000000000002
00169,1.6
00170,0.4
00171,3.8000000000000007
00172,0.6000000000000001
00173,1.2000000000000002
00175,0.6000000000000001
00176,0.19999999999999996
00177,-1.0000000000000002
00178,-0.19999999999999996
00179,1.4000000000000001
00180,1.8
00181,1.8
00182,0.4
00183,-0.19999999999999996
00184,0.8
00185,4.4
00186,0.4
00187,1.8
00188,-0.19999999999999996
00189,1.0
00190,2.4000000000000004
00191,-0.6000000000000001
00192,2.8000000000000003
00193,-1.2000000000000002
00194,-1.2000000000000002
00195,3.2
00196,-0.3999999999999999
00197,2.8000000000000003
00198,1.4000000000000001
00199,4.0
00200,-1.0000000000000002
00201,0.19999999999999996
00202,1.8
00203,1.4000000000000001
00204,1.6
00205,0.6000000000000001
00206,0.8
00207,-0.19999999999999996
00208,-0.3999999999999999
00209,0.6000000000000001
00210,1.2000000000000002
00211,-0.8
00212,0.0
00213,1.0
00214,-0.6000000000000001
00215,0.8
00216,0.4
00217,1.8
00218,3.0000000000000004
00219,0.8
00220,-1.2000000000000002
00221,1.8
00222,3.4000000000000004
00223,-0.19999999999999996
00224,-1.0000000000000002
00225,0.6000000000000001
00226,-0.3999999999999999
00227,-0.19999999999999996
00228,2.2
00229,1.4000000000000001
00230,1.8
00231,-0.8
00232,1.8
00233,-0.19999999999999996
00234,2.8000000000000003
00235,2.8000000000000003
00236,1.6
00237,0.4
00238,2.0
00239,2.4000000000000004
00240,2.8000000000000003
00241,0.19999999999999996
00242,1.0
00243,0.8
00245,-0.19999999999999996
00246,3.0000000000000004
00247,-0.6000000000000001
00248,2.0
00249,3.4000000000000004
00250,1.2000000000000002
00251,1.0
00252,2.8000000000000003
00253,1.8
00255,1.8
00256,3.8000000000000007
00257,0.4
00258,1.4000000000000001
00259,-0.19999999999999996
00260,0.19999999999999996
00261,-0.8
00262,2.2
00263,1.2000000000000002
00264,-1.2000000000000002
00265,0.8
00266,4.800000000000001
00267,-0.19999999999999996
00268,0.0
00269,1.4000000000000001
00270,-0.8
00271,1.8
00272,1.0
00273,2.4000000000000004
00274,2.8000000000000003
00275,0.8
00276,1.8
00277,-1.4000000000000004
00278,1.8
00279,-0.19999999999999996
00280,1.8
00281,1.2000000000000002
00282,2.8000000000000003
00283,0.4
00284,-1.8000000000000003
00285,0.19999999999999996
00286,2.4000000000000004
00287,2.0
00288,1.4000000000000001
00289,3.4000000000000004
00290,3.0000000000000004
00291,-0.8
00292,0.6000000000000001
00293,-0.19999999999999996
00294,1.2000000000000002
00295,1.0
00296,0.4
00297,2.6
00298,3.2
00299,0.8
00300,-0.8
00301,-0.8
00302,0.0
00303,2.4000000000000004
00304,-0.19999999999999996
00305,1.2000000000000002
00306,-0.19999999999999996
00307,0.8
00308,1.4000000000000001
00309,2.8000000000000003
00310,-0.19999999999999996
00311,-0.19999999999999996
00312,-0.19999999999999996
00313,-0.19999999999999996
00314,1.8
00315,0.19999999999999996
00316,-0.19999999999999996
00317,-1.2000000000000002
00318,0.4
00319,0.19999999999999996
00320,2.4000000000000004
00321,0.4
00322,0.19999999999999996
00323,0.8
00324,0.4
00325,1.8
00326,2.2
00327,0.4
00329,-0.3999999999999999
00330,6.2
00331,-0.8
00332,0.19999999999999996
00333,0.0
00334,2.2
00335,2.4000000000000004
00336,-0.19999999999999996
00337,3.8000000000000007
00338,-0.19999999999999996
00339,1.2000000000000002
00340,2.0
00341,1.4000000000000001
00342,-1.8000000000000003
00343,0.8
00344,-0.8
00345,1.8
00346,2.4000000000000004
00347,1.4000000000000001
00348,2.4000000000000004
00349,0.19999999999999996
00350,5.8
00351,0.8
00352,0.8
00353,4.4
00354,0.4
00355,0.19999999999999996
00356,2.2
00357,0.8
00358,2.0
00359,0.6000000000000001
00360,-1.2000000000000002
00361,0.19999999999999996
00362,-0.19999999999999996
00363,0.19999999999999996
00364,1.4000000000000001
00365,-0.3999999999999999
00366,1.4000000000000001
00367,-0.19999999999999996
00368,-0.19999999999999996
00369,2.2
00370,0.4
00371,1.0
00372,0.6000000000000001
00373,0.19999999999999996
00374,3.0000000000000004
00375,1.2000000000000002
00376,0.6000000000000001
00377,1.8
00378,0.3999999999999999
00379,2.6
00380,1.8
00381,2.8000000000000003
00382,1.2000000000000002
00383,1.8
00384,3.2
00385,-0.3999999999999999
00386,-1.8000000000000003
00387,0.19999999999999996
00388,-1.0000000000000002
00389,1.6
00390,2.4000000000000004
00391,-0.6000000000000003
00392,2.2
00393,1.8
00394,2.8000000000000003
00395,0.8
00396,-0.6000000000000003
00397,4.2
00398,-1.6
00399,1.2000000000000002
00400,-0.6000000000000001
00402,0.6000000000000001
00403,0.4
00404,-0.19999999999999996
00405,-2.5999999999999996
00406,0.8
00407,0.6000000000000001
00409,0.6000000000000001
00410,1.8
00411,1.6
00412,2.0
00413,0.8
00414,0.19999999999999996
00415,-0.19999999999999996
00416,1.0
00417,1.8
00418,1.4000000000000001
00419,-0.8
00420,-0.19999999999999996
00421,0.8
00422,2.4000000000000004
00423,0.8
00424,0.8
00425,1.8
00426,1.0
00427,1.4000000000000001
00428,-0.19999999999999996
00429,1.4000000000000001
00430,1.2000000000000002
00431,2.8000000000000003
00432,3.0000000000000004
00433,0.8
00434,0.4
00435,0.8
00436,1.4000000000000001
00437,4.4
00438,-0.8
00439,4.4
00440,0.4
00441,3.6
00442,1.4000000000000001
00443,-0.6000000000000003
00444,4.4
00445,-1.2000000000000002
00446,1.2000000000000002
00447,-0.8
00448,-1.0000000000000002
00449,0.8
00450,-0.19999999999999996
00451,-0.19999999999999996
00452,4.0
00453,-0.19999999999999996
00454,0.3999999999999999
00455,-0.8
00456,0.19999999999999996
