고객번호,패션잡화_상_방문지수
00001,2.6
00002,1.0
00004,-0.6000000000000001
00006,0.8
00007,-0.8
00008,2.0
00009,3.0000000000000004
00010,1.0
00011,2.6
00013,0.4
00014,1.2000000000000002
00015,2.0
00016,0.4
00017,4.2
00018,-0.7999999999999998
00019,0.4
00020,2.0
00021,1.4000000000000001
00022,1.8
00023,1.8
00024,1.2000000000000002
00025,4.4
00026,3.2
00027,1.2000000000000002
00028,0.4
00029,2.6
00030,3.6
00031,-0.19999999999999996
00032,0.8
00033,1.0
00034,1.2000000000000002
00035,0.0
00036,1.8
00037,2.0
00038,1.4000000000000001
00039,0.0
00040,0.19999999999999996
00042,0.4
00044,-0.19999999999999996
00045,-0.6000000000000003
00046,0.8
00047,-0.19999999999999996
00048,0.6000000000000001
00049,1.2000000000000002
00050,1.8
00051,1.8
00053,0.3999999999999999
00054,0.19999999999999996
00055,0.0
00056,3.8000000000000007
00058,0.4
00059,-0.3999999999999999
00061,-0.6000000000000001
00062,0.8
00063,2.0
00065,0.8
00067,0.4
00068,-0.6000000000000001
00070,1.4000000000000001
00072,0.8
00073,-0.8
00074,2.0
00076,0.4
00077,0.6000000000000001
00078,4.4
00080,0.0
00081,4.4
00082,-1.2000000000000002
00083,0.6000000000000001
00084,0.0
00085,2.0
00086,0.8
00087,-0.19999999999999996
00088,1.2000000000000002
00090,1.0
00091,0.0
00092,4.6000000000000005
00093,2.6
00094,1.6
00095,-0.19999999999999996
00096,0.4
00097,0.6000000000000001
00098,-0.19999999999999996
00099,3.8000000000000007
00100,1.4000000000000001
00102,1.4000000000000001
00105,0.8
00106,0.4
00107,3.6
00108,1.8
00110,1.8
00112,2.8000000000000003
00113,1.2000000000000002
00114,1.6
00115,3.0
00116,-0.6000000000000001
00118,-0.6000000000000003
00119,2.0
00120,2.2
00121,2.0
00122,0.4
00124,2.2
00126,3.0000000000000004
00127,0.4
00130,1.2000000000000002
00131,0.8
00132,1.0
00133,1.4000000000000001
00134,3.2
00135,0.4
00136,1.4000000000000001
00137,-0.3999999999999999
00138,0.4
00139,2.2
00140,0.6000000000000001
00143,1.0
00144,0.4
00145,2.8000000000000003
00146,-1.0000000000000002
00147,2.8000000000000003
00149,0.8
00150,-0.8
00151,-2.0
00152,2.2
00153,0.4
00155,0.4
00156,5.0
00157,0.4
00159,-0.19999999999999996
00160,3.2
00161,0.6000000000000001
00162,5.2
00163,0.4
00164,1.6
00165,2.0
00166,0.6000000000000001
00167,-0.6000000000000003
00168,3.6
00169,1.0
00171,3.6
00175,3.4000000000000004
00176,2.0
00177,1.0
00178,-0.19999999999999996
00179,-0.19999999999999996
00181,1.8
00182,2.2
00184,3.8000000000000007
00185,0.4
00186,-1.2000000000000002
00187,1.0
00188,0.0
00189,-1.4000000000000004
00190,2.4000000000000004
00191,3.8000000000000007
00192,3.2
00194,2.8000000000000003
00196,4.800000000000001
00197,5.8
00198,0.0
00200,-0.6000000000000001
00201,1.4000000000000001
00202,2.8000000000000003
00204,1.2000000000000002
00205,1.8
00208,0.0
00209,4.0
00211,0.0
00212,3.4000000000000004
00213,1.4000000000000001
00214,-0.6000000000000001
00215,2.4000000000000004
00216,0.4
00218,1.4000000000000001
00219,1.2000000000000002
00220,0.0
00221,0.8
00222,3.2
00223,3.4000000000000004
00224,1.2000000000000002
00225,2.4000000000000004
00228,0.0
00229,1.2000000000000002
00230,0.19999999999999996
00232,0.4
00233,0.4
00234,2.0
00235,0.4
00237,2.8000000000000003
00238,0.8
00239,3.0
00240,-0.6000000000000001
00241,4.2
00242,0.4
00245,2.8000000000000003
00246,2.2
00247,1.4000000000000001
00248,0.8
00249,0.6000000000000001
00250,1.4000000000000001
00251,5.6000000000000005
00252,2.0
00253,-0.6000000000000001
00254,0.4
00255,-1.4000000000000004
00256,1.2000000000000002
00257,0.0
00258,-0.6000000000000001
00259,1.0
00260,0.0
00261,0.6000000000000001
00262,2.4000000000000004
00265,4.0
00266,2.8000000000000003
00267,3.4000000000000004
00268,-1.0000000000000002
00269,1.2000000000000002
00270,0.4
00271,3.2
00273,-0.19999999999999996
00275,3.2
00276,1.2000000000000002
00277,2.8000000000000003
00279,0.8
00280,2.6
00281,3.2
00282,1.4000000000000001
00283,5.2
00286,1.2000000000000002
00288,0.8
00289,0.4
00292,2.8000000000000003
00293,1.8
00294,1.2000000000000002
00295,2.0
00296,2.2
00297,2.4000000000000004
00298,3.0
