고객번호,의류_하_방문지수
00001,1.2000000000000002
00002,3.6
00003,0.4
00004,3.2
00006,4.800000000000001
00007,1.4000000000000001
00008,4.6000000000000005
00009,7.200000000000001
00010,3.2
00011,4.0
00012,1.2000000000000002
00013,0.6000000000000001
00014,2.0
00015,0.0
00016,1.2000000000000002
00017,-1.6
00018,-1.6
00019,0.19999999999999996
00020,1.2000000000000002
00021,4.800000000000001
00023,0.6000000000000001
00024,3.4000000000000004
00025,6.4
00026,1.6
00027,2.0
00028,-0.6000000000000003
00029,3.4000000000000004
00030,-0.6000000000000003
00031,3.6
00032,0.4
00033,1.4000000000000001
00034,-0.19999999999999996
00035,1.8
00036,1.8
00037,1.2000000000000002
00038,-1.0000000000000002
00039,-1.8000000000000003
00040,3.2
00041,0.4
00042,3.6
00043,0.0
00044,6.0
00045,3.0000000000000004
00046,4.0
00047,-0.19999999999999996
00048,1.8
00049,0.8
00050,0.3999999999999999
00051,2.6
00052,0.0
00053,1.0
00054,0.19999999999999996
00055,-0.3999999999999999
00056,1.6
00057,2.0
00058,0.4
00059,1.4000000000000001
00060,3.6
00061,-1.0000000000000002
00062,3.8000000000000007
00063,3.8000000000000007
00064,-0.19999999999999996
00065,3.2
00066,3.6
00067,0.0
00068,2.6
00069,2.2
00070,-1.4000000000000004
00071,0.4
00072,5.2
00073,-0.6000000000000003
00074,-0.20000000000000018
00075,-0.19999999999999996
00076,4.800000000000001
00077,3.2
00078,0.19999999999999996
00079,-1.8000000000000003
00080,0.4
00081,2.8000000000000003
00082,1.4000000000000001
00083,0.8
00084,-1.8000000000000003
00085,1.4000000000000001
00086,3.6
00087,0.8
00088,2.8000000000000003
00089,3.2
00090,3.6
00091,0.4
00092,2.4000000000000004
00093,1.0
00094,5.8
00095,0.6000000000000001
00096,1.8
00097,0.8
00098,2.6
00099,2.2
00100,2.4000000000000004
00101,0.4
00102,1.6
00103,0.4
00104,0.8
00105,3.0
00106,1.2000000000000002
00107,0.8
00108,3.6
00109,1.2000000000000002
00110,1.2000000000000002
00111,-0.19999999999999996
00112,3.6
00113,3.0000000000000004
00114,5.800000000000001
00115,1.2000000000000002
00116,3.4000000000000004
00117,1.4000000000000001
00118,1.6
00119,0.6000000000000001
00120,2.0
00121,2.2
00122,2.2
00123,-0.8
00124,2.8000000000000003
00125,1.8
00126,4.0
00127,-0.6000000000000003
00128,0.6000000000000001
00129,0.4
00130,1.6
00131,5.6000000000000005
00132,2.8000000000000003
00133,4.2
00134,1.6
00135,3.2
00136,6.2
00137,1.2000000000000002
00138,3.4000000000000004
00139,2.4000000000000004
00140,-0.19999999999999996
00143,0.0
00144,3.2
00145,3.6
