고객번호,일상용품_하_방문지수
00001,1.6
00002,2.8000000000000003
00003,0.8
00004,3.8000000000000007
00006,-1.2000000000000002
00007,3.2
00008,3.4000000000000004
00009,2.4000000000000004
00010,0.4
00011,-0.3999999999999999
00012,2.2
00013,-0.19999999999999996
00014,0.8
00015,1.4000000000000001
00016,1.4000000000000001
00017,2.6
00018,-0.19999999999999996
00019,0.4
00020,-0.3999999999999999
00021,1.4000000000000001
00022,0.4
00023,0.0
00024,1.4000000000000001
00025,1.2000000000000002
00026,0.6000000000000001
00027,1.6
00028,2.6
00029,1.8
00030,-0.19999999999999996
00031,0.4
00032,1.4000000000000001
00033,-0.8
00034,-1.2000000000000002
00035,2.2
00036,1.2000000000000002
00037,2.2
00038,0.8
00039,2.4000000000000004
00040,-1.2000000000000002
00041,0.8
00042,1.8
00043,0.4
00044,2.2
00045,2.8000000000000003
00046,0.19999999999999996
00047,0.8
00048,1.8
00049,0.8
00050,1.2000000000000002
00051,-1.8000000000000003
00052,2.4000000000000004
00053,1.2000000000000002
00054,-0.8
00055,0.19999999999999996
00056,2.6
00057,-0.8
00058,0.19999999999999996
00059,0.19999999999999996
00060,1.4000000000000001
00061,0.4
00062,-2.0
00063,0.0
00064,0.19999999999999996
00065,1.2000000000000002
00066,-1.2000000000000002
00067,1.0
00068,2.4000000000000004
00069,0.0
00070,1.2000000000000002
00071,0.6000000000000001
00072,2.4000000000000004
00073,-0.8
00074,1.6
00075,-0.8
00076,1.2000000000000002
00077,3.6
00078,1.4000000000000001
00079,0.4
00080,-0.19999999999999996
00081,1.8
00082,1.4000000000000001
00083,1.2000000000000002
00084,0.6000000000000001
00085,2.4000000000000004
00086,0.19999999999999996
00087,0.8
00088,1.2000000000000002
00089,0.4
00090,0.8
00091,-0.6000000000000001
00092,-0.6000000000000001
00093,1.2000000000000002
00094,2.4000000000000004
00095,1.8
00096,-0.8
00097,1.0
00098,0.0
00099,0.19999999999999996
00100,-0.19999999999999996
00101,-0.3999999999999999
00102,0.19999999999999996
00103,-0.19999999999999996
00104,0.4
00105,0.8
00106,1.2000000000000002
00107,-0.8
00108,0.6000000000000001
00109,1.2000000000000002
00110,1.2000000000000002
00111,1.8
00112,0.8
00113,0.4
00114,0.19999999999999996
00115,0.19999999999999996
00116,-0.19999999999999996
00117,2.8000000000000003
00118,2.2
00119,1.6
00120,0.8
00121,2.4000000000000004
00122,2.2
00123,2.2
00124,1.4000000000000001
00125,-0.19999999999999996
00126,1.4000000000000001
00127,3.4000000000000004
00128,1.0
00129,0.19999999999999996
00130,0.8
00131,-0.19999999999999996
00132,0.6000000000000001
00133,2.4000000000000004
00134,1.2000000000000002
00135,1.4000000000000001
00137,-0.19999999999999996
00138,1.4000000000000001
00139,1.6
00140,0.19999999999999996
00141,-0.19999999999999996
00143,2.8000000000000003
00144,-0.3999999999999999
00145,1.2000000000000002
00146,-0.19999999999999996
00147,0.8
00148,-0.6000000000000001
00149,2.0
00150,1.4000000000000001
00151,0.8
00152,0.19999999999999996
00153,-0.3999999999999999
00154,1.2000000000000002
00155,1.4000000000000001
00156,0.8
00157,1.8
00158,1.8
00159,1.0
00160,0.4
00161,0.4
00162,-0.19999999999999996
00163,-0.19999999999999996
00164,2.8000000000000003
00165,1.2000000000000002
00166,4.6000000000000005
00167,-0.19999999999999996
00168,2.2
00169,1.2000000000000002
00170,1.4000000000000001
00171,1.8
00172,1.8
00173,0.8
00175,0.4
00176,1.4000000000000001
00177,-0.19999999999999996
00178,0.4
00179,2.6
00180,-0.8
00181,2.2
00182,1.8
00183,0.8
00184,0.8
00185,5.4
00186,2.0
00187,3.0000000000000004
00188,0.4
00189,0.4
00190,0.8
00191,0.8
00192,3.8000000000000007
00193,0.8
00194,1.4000000000000001
00195,1.2000000000000002
00196,1.8
00197,-0.19999999999999996
00198,1.4000000000000001
00199,0.4
00200,1.2000000000000002
00201,-0.6000000000000001
00202,0.8
00203,-0.8
00204,1.8
00205,0.8
00206,-1.2000000000000002
00207,1.2000000000000002
00208,0.8
00209,2.8000000000000003
00210,3.4000000000000004
00211,-0.19999999999999996
00212,-0.19999999999999996
00213,0.8
00214,0.8
00215,1.8
00216,-0.6000000000000001
00217,2.4000000000000004
00218,1.8
00219,4.4
00220,0.4
00221,1.6
00222,4.4
00223,1.8
00225,2.2
00226,0.4
00227,-0.19999999999999996
00228,0.0
00229,0.19999999999999996
00230,1.4000000000000001
00231,1.8
00232,1.4000000000000001
00233,3.2
00234,1.4000000000000001
00235,0.19999999999999996
00236,0.4
00237,0.8
00238,0.8
00239,2.2
00240,0.19999999999999996
00241,1.8
00242,0.4
00243,1.8
00245,2.4000000000000004
00246,1.8
00247,0.19999999999999996
00248,1.0
00249,0.8
00250,1.6
00251,-0.19999999999999996
00252,2.8000000000000003
00253,1.2000000000000002
00254,0.19999999999999996
00255,1.0
00256,3.4000000000000004
00257,-0.19999999999999996
00258,0.19999999999999996
00259,0.4
00260,-0.8
00261,2.2
00262,1.2000000000000002
00263,-0.19999999999999996
00264,0.8
00265,1.4000000000000001
00266,1.6
00267,0.8
00268,-2.0
00269,0.0
00270,1.4000000000000001
00271,0.0
00272,2.2
00273,2.4000000000000004
00274,1.2000000000000002
00275,2.4000000000000004
00276,1.2000000000000002
00277,1.8
00278,1.4000000000000001
00279,-0.6000000000000001
00280,0.19999999999999996
00281,0.4
00282,2.2
00283,0.0
00284,2.6
00285,1.8
00286,-0.19999999999999996
00287,0.19999999999999996
00288,0.8
00289,2.8000000000000003
00290,1.4000000000000001
00291,-0.6000000000000001
00292,0.8
00293,0.4
00294,2.8000000000000003
00295,4.0
00296,0.8
00297,1.2000000000000002
00298,1.2000000000000002
00299,0.4
00300,-0.6000000000000001
00301,1.6
00302,1.4000000000000001
00303,-0.19999999999999996
00304,1.6
00305,0.19999999999999996
00306,1.2000000000000002
00307,3.8000000000000007
00308,0.19999999999999996
00309,1.8
00310,2.4000000000000004
00311,-3.0
00312,0.8
00313,-0.6000000000000001
00314,-0.6000000000000003
00315,-0.19999999999999996
00316,0.8
00317,0.4
00318,0.8
00319,1.2000000000000002
00320,2.2
00321,0.8
00322,0.4
00323,-0.19999999999999996
00324,0.8
00325,0.6000000000000001
00326,0.8
00327,1.4000000000000001
00328,0.4
00329,1.6
00330,7.600000000000001
00331,-0.19999999999999996
00332,0.19999999999999996
00333,2.2
00334,3.2
00335,1.2000000000000002
00336,0.19999999999999996
00337,2.0
00338,0.4
00339,-0.6000000000000001
00340,2.2
00341,-0.8
00342,-0.8
00343,1.0
00344,1.0
00345,0.6000000000000001
00346,3.6
00347,0.4
00348,0.4
00349,-0.6000000000000001
00350,2.2
00351,-1.4000000000000004
00352,-0.19999999999999996
00353,2.4000000000000004
00354,1.8
00355,2.8000000000000003
00356,1.0
00357,-0.8
00358,3.8000000000000007
00359,-0.6000000000000001
00360,1.2000000000000002
00361,-1.0000000000000002
00362,-0.19999999999999996
00363,0.19999999999999996
00364,1.8
00365,-0.6000000000000001
00366,0.19999999999999996
00367,-1.8000000000000003
00368,0.4
00369,1.6
00370,0.8
00371,0.4
00372,0.0
00373,-0.3999999999999999
00374,2.8000000000000003
00375,1.2000000000000002
00376,-0.8
00377,-0.8
00378,2.8000000000000003
00379,2.8000000000000003
00380,1.4000000000000001
00381,0.19999999999999996
00382,-1.0000000000000002
00383,3.8000000000000007
00384,0.4
00385,0.19999999999999996
00386,0.0
00387,1.8
00388,1.6
00389,-0.19999999999999996
00390,-0.19999999999999996
00391,1.4000000000000001
00392,0.8
00393,0.4
00394,0.8
00395,0.8
00396,1.2000000000000002
00397,-0.6000000000000001
00398,0.8
00399,0.8
00400,0.4
00402,1.2000000000000002
00403,1.2000000000000002
00404,1.2000000000000002
00405,-1.4000000000000004
00406,1.8
00407,-0.19999999999999996
00408,0.0
00409,2.4000000000000004
00410,1.6
00411,-0.3999999999999999
00412,2.0
00413,0.19999999999999996
00414,2.6
00415,3.6
00416,3.2
00417,2.8000000000000003
00418,0.8
00419,1.0
00420,0.19999999999999996
00421,0.4
00422,0.8
00423,0.8
00424,-0.6000000000000001
00425,2.2
00426,3.6
00427,-0.8
00428,0.4
00429,2.8000000000000003
00430,1.6
00431,2.2
00432,0.3999999999999999
00433,-0.3999999999999999
00434,0.4
00435,3.2
00436,2.0
00437,3.4000000000000004
00438,0.8
00439,1.2000000000000002
00440,-0.19999999999999996
00441,0.6000000000000001
00442,0.4
00443,0.0
00444,3.4000000000000004
00445,-0.19999999999999996
00446,-0.6000000000000001
00447,-0.8
00448,-0.19999999999999996
00449,2.2
00450,-0.8
00451,1.2000000000000002
00452,2.4000000000000004
00453,0.8
00454,1.8
00455,0.6000000000000001
00456,-1.2000000000000002
00457,1.2000000000000002
00458,0.19999999999999996
00459,0.4
00461,-0.19999999999999996
00462,-0.3999999999999999
00463,1.0
00464,1.2000000000000002
00465,-0.3999999999999999
00466,-0.3999999999999999
00467,2.2
00468,2.4000000000000004
00469,0.8
00470,0.8
00471,2.2
00472,1.4000000000000001
00473,0.4
00474,1.4000000000000001
00475,0.8
00476,1.4000000000000001
00477,0.6000000000000001
00478,1.4000000000000001
00479,1.8
00480,0.8
00481,0.4
00482,-0.3999999999999999
00483,2.2
00484,0.19999999999999996
00485,1.4000000000000001
00486,2.0
00487,0.8
00488,-0.19999999999999996
00489,2.8000000000000003
00490,2.6
00491,-1.2000000000000002
00492,-0.19999999999999996
00493,-0.3999999999999999
00494,1.2000000000000002
00495,0.8
00496,0.4
00497,0.0
00498,0.0
00499,2.6
00500,1.2000000000000002
00501,1.2000000000000002
00502,-0.19999999999999996
00503,2.4000000000000004
00504,2.4000000000000004
00505,-0.6000000000000001
00506,2.2
00507,-0.3999999999999999
00508,-1.0000000000000002
00509,-0.19999999999999996
00510,1.4000000000000001
00511,-1.2000000000000002
00512,0.8
00513,1.0
00514,0.19999999999999996
00515,2.8000000000000003
00516,-0.19999999999999996
00517,3.2
00518,2.2
00519,2.8000000000000003
00520,0.19999999999999996
00521,-0.19999999999999996
00522,1.4000000000000001
00523,-0.3999999999999999
00524,0.8
00525,2.0
00526,0.8
00527,4.800000000000001
00528,1.4000000000000001
00529,0.19999999999999996
00530,-0.6000000000000001
00531,3.0
00532,2.0
00533,0.4
00534,1.8
00535,0.4
00536,2.2
00537,1.4000000000000001
00538,2.0
00539,3.4000000000000004
00540,2.8000000000000003
00541,-0.19999999999999996
00542,0.4
00543,3.0000000000000004
00544,2.8000000000000003
00545,-0.19999999999999996
00546,0.8
00547,1.2000000000000002
00548,0.19999999999999996
00549,2.0
00550,-0.3999999999999999
00551,1.0
00552,3.0
00553,-1.4000000000000004
00554,0.8
00555,1.2000000000000002
00556,-0.19999999999999996
00557,0.4
00558,3.8000000000000007
00559,1.6
00560,1.2000000000000002
00561,0.4
00562,1.6
00563,0.0
00564,-1.4000000000000004
