SOLDDATE,TEMP,HUM,REGION_U
2019-01-01,-5.0,49.5,서울
2019-01-02,-4.9,42.8,서울
2019-01-03,-3.5,38.8,서울
2019-01-04,-1.1,55.5,서울
2019-01-05,-2.8,40.3,서울
2019-01-06,-2.8,35.0,서울
2019-01-07,-1.9,46.4,서울
2019-01-08,-3.5,31.0,서울
2019-01-09,-4.7,28.8,서울
2019-01-10,-0.6,48.8,서울
2019-01-11,2.4,58.8,서울
2019-01-12,2.8,47.6,서울
2019-01-13,1.2,54.3,서울
2019-01-14,1.4,68.6,서울
2019-01-15,-1.7,58.8,서울
2019-01-16,-5.2,45.9,서울
2019-01-17,-0.3,45.8,서울
2019-01-18,0.6,44.0,서울
2019-01-19,3.6,59.8,서울
2019-01-20,-1.4,38.5,서울
2019-01-21,-1.2,57.8,서울
2019-01-22,1.7,62.0,서울
2019-01-23,2.0,48.9,서울
2019-01-24,0.1,34.9,서울
2019-01-25,-1.2,27.6,서울
2019-01-26,-2.5,30.9,서울
2019-01-27,-0.1,52.5,서울
2019-01-28,1.2,40.4,서울
2019-01-29,-0.2,35.5,서울
2019-01-30,1.8,54.6,서울
2019-01-31,-2.0,29.0,서울
2019-02-01,-2.1,47.6,서울
2019-02-02,1.4,60.0,서울
2019-02-03,3.3,92.9,서울
2019-02-04,-0.6,40.4,서울
2019-02-05,2.8,37.1,서울
2019-02-06,5.1,54.9,서울
2019-02-07,-2.1,45.5,서울
2019-02-08,-6.1,31.5,서울
2019-02-09,-5.4,30.0,서울
2019-02-10,-5.0,31.3,서울
2019-02-11,-3.0,34.9,서울
2019-02-12,-0.6,35.5,서울
2019-02-13,-2.1,26.6,서울
2019-02-14,-0.5,24.3,서울
2019-02-15,-0.8,72.8,서울
2019-02-16,-2.7,59.0,서울
2019-02-17,-1.8,47.4,서울
2019-02-18,0.9,43.5,서울
2019-02-19,1.4,80.8,서울
2019-02-20,1.7,67.8,서울
2019-02-21,2.4,59.4,서울
2019-02-22,4.0,56.1,서울
2019-02-23,6.8,41.0,서울
2019-02-24,6.3,45.0,서울
2019-02-25,4.7,55.8,서울
2019-02-26,5.2,32.8,서울
2019-02-27,7.8,31.3,서울
2019-02-28,6.6,39.5,서울
2019-03-01,6.6,42.3,서울
2019-03-02,7.8,37.6,서울
2019-03-03,9.4,36.4,서울
2019-03-04,9.9,46.1,서울
2019-03-05,8.4,66.3,서울
2019-03-06,8.4,55.0,서울
2019-03-07,7.0,51.1,서울
2019-03-08,6.1,39.4,서울
2019-03-09,7.2,31.8,서울
2019-03-10,10.1,26.4,서울
2019-03-11,6.6,61.0,서울
2019-03-12,3.9,55.1,서울
2019-03-13,3.5,38.5,서울
2019-03-14,5.0,45.3,서울
2019-03-15,5.5,72.8,서울
2019-03-16,4.3,69.9,서울
2019-03-17,6.3,55.4,서울
2019-03-18,7.1,43.8,서울
2019-03-19,10.0,52.0,서울
2019-03-20,10.3,79.0,서울
2019-03-21,7.1,77.4,서울
2019-03-22,3.3,40.9,서울
2019-03-23,3.3,46.9,서울
2019-03-24,4.3,45.4,서울
2019-03-25,7.3,56.1,서울
2019-03-26,11.4,51.1,서울
2019-03-27,11.6,66.4,서울
2019-03-28,9.4,49.9,서울
2019-03-29,9.2,33.1,서울
2019-03-30,5.2,72.0,서울
2019-03-31,4.4,46.0,서울
2019-04-01,5.5,39.8,서울
2019-04-02,6.7,36.9,서울
2019-04-03,7.6,36.1,서울
2019-04-04,9.2,43.0,서울
2019-04-05,11.4,41.0,서울
2019-04-06,9.3,39.9,서울
2019-04-07,12.6,43.1,서울
2019-04-08,11.6,25.6,서울
2019-04-09,9.2,49.1,서울
2019-04-10,7.1,78.4,서울
2019-04-11,9.5,58.0,서울
2019-04-12,11.4,48.5,서울
2019-04-13,11.8,34.0,서울
2019-04-14,9.6,45.5,서울
2019-04-15,11.6,30.9,서울
2019-04-16,14.9,26.3,서울
2019-04-17,15.3,37.5,서울
2019-04-18,12.6,74.4,서울
2019-04-19,13.8,57.5,서울
2019-04-20,14.3,66.9,서울
2019-04-21,14.8,77.8,서울
2019-04-22,19.3,50.6,서울
2019-04-23,20.4,52.0,서울
2019-04-24,19.5,70.4,서울
2019-04-25,13.2,75.9,서울
2019-04-26,8.4,82.1,서울
2019-04-27,11.6,52.6,서울
2019-04-28,12.9,48.8,서울
2019-04-29,13.0,52.9,서울
2019-04-30,15.5,52.8,서울
2019-05-01,16.4,48.9,서울
2019-05-02,17.1,28.5,서울
2019-05-03,17.9,37.5,서울
2019-05-04,19.5,40.4,서울
2019-05-05,19.2,35.8,서울
2019-05-06,14.5,27.1,서울
2019-05-07,15.0,33.4,서울
2019-05-08,15.6,48.3,서울
2019-05-09,16.6,43.3,서울
2019-05-10,17.8,48.0,서울
2019-05-11,20.3,39.0,서울
2019-05-12,21.6,36.0,서울
2019-05-13,18.7,43.4,서울
2019-05-14,19.6,44.5,서울
2019-05-15,20.7,48.1,서울
2019-05-16,23.5,43.8,서울
2019-05-17,23.6,44.9,서울
2019-05-18,22.8,46.8,서울
2019-05-19,19.4,93.0,서울
2019-05-20,16.4,63.6,서울
2019-05-21,17.2,52.0,서울
2019-05-22,19.5,46.0,서울
2019-05-23,22.1,45.0,서울
2019-05-24,24.2,46.4,서울
2019-05-25,23.4,45.6,서울
2019-05-26,24.5,39.0,서울
2019-05-27,17.8,80.9,서울
2019-05-28,18.1,45.9,서울
2019-05-29,20.3,48.4,서울
2019-05-30,19.6,48.0,서울
2019-05-31,19.1,49.6,서울
2019-06-01,18.9,60.5,서울
2019-06-02,21.1,42.1,서울
2019-06-03,23.1,42.9,서울
2019-06-04,22.6,56.4,서울
2019-06-05,23.0,63.8,서울
2019-06-06,21.2,75.9,서울
2019-06-07,20.0,77.3,서울
2019-06-08,21.9,57.5,서울
2019-06-09,21.6,66.1,서울
2019-06-10,18.4,70.3,서울
2019-06-11,20.5,51.1,서울
