SOLDDATE,TEMP,HUM,REGION_U
2020-01-01,-2.2,64.4,서울
2020-01-02,1.0,65.4,서울
2020-01-03,-0.1,56.9,서울
2020-01-04,1.2,50.8,서울
2020-01-05,1.3,45.6,서울
2020-01-06,3.1,65.4,서울
2020-01-07,6.3,95.0,서울
2020-01-08,2.4,86.1,서울
2020-01-09,-1.2,65.3,서울
2020-01-10,-0.6,62.9,서울
2020-01-11,-0.1,60.9,서울
2020-01-12,-1.0,61.5,서울
2020-01-13,-2.9,51.0,서울
2020-01-14,-2.3,45.3,서울
2020-01-15,-2.7,44.8,서울
2020-01-16,-1.7,43.0,서울
2020-01-17,-0.6,43.9,서울
2020-01-18,0.3,48.1,서울
2020-01-19,1.9,62.8,서울
2020-01-20,0.7,46.8,서울
2020-01-21,-0.4,36.9,서울
2020-01-22,3.0,36.0,서울
2020-01-23,4.6,49.3,서울
2020-01-24,2.8,63.0,서울
2020-01-25,4.3,63.1,서울
2020-01-26,5.5,56.3,서울
2020-01-27,5.9,48.1,서울
2020-01-28,6.8,49.4,서울
2020-01-29,6.0,46.4,서울
2020-01-30,5.2,47.0,서울
2020-01-31,3.9,59.6,서울
2020-02-01,2.6,66.6,서울
2020-02-02,1.5,52.3,서울
2020-02-03,-0.4,43.6,서울
2020-02-04,-1.6,50.3,서울
2020-02-05,-8.3,37.3,서울
2020-02-06,-6.4,36.4,서울
2020-02-07,-1.7,45.1,서울
2020-02-08,-0.1,48.1,서울
2020-02-09,-0.5,51.1,서울
2020-02-10,4.0,49.4,서울
2020-02-11,6.8,37.0,서울
2020-02-12,7.4,73.4,서울
2020-02-13,6.5,84.8,서울
2020-02-14,8.1,70.3,서울
2020-02-15,9.8,63.0,서울
2020-02-16,-1.4,81.1,서울
2020-02-17,-5.9,64.3,서울
2020-02-18,-4.1,44.0,서울
2020-02-19,1.0,56.8,서울
2020-02-20,4.6,62.6,서울
2020-02-21,6.7,66.3,서울
2020-02-22,4.0,62.0,서울
2020-02-23,2.5,48.6,서울
2020-02-24,7.0,51.8,서울
2020-02-25,6.7,73.5,서울
2020-02-26,6.4,59.6,서울
2020-02-27,6.1,54.0,서울
2020-02-28,4.5,79.4,서울
2020-02-29,7.7,68.6,서울
2020-03-01,5.8,71.8,서울
2020-03-02,3.4,55.3,서울
2020-03-03,4.8,57.0,서울
2020-03-04,2.2,53.4,서울
2020-03-05,1.4,47.5,서울
2020-03-06,3.7,46.8,서울
2020-03-07,7.0,39.5,서울
2020-03-08,9.3,43.8,서울
2020-03-09,11.1,37.6,서울
2020-03-10,6.4,78.4,서울
2020-03-11,3.8,41.8,서울
2020-03-12,6.8,49.8,서울
2020-03-13,4.9,41.0,서울
2020-03-14,3.6,48.1,서울
2020-03-15,4.0,48.3,서울
2020-03-16,3.6,42.4,서울
2020-03-17,6.6,65.8,서울
2020-03-18,10.0,45.8,서울
2020-03-19,9.1,49.0,서울
2020-03-20,8.8,39.6,서울
2020-03-21,12.8,56.5,서울
2020-03-22,11.0,37.5,서울
2020-03-23,10.6,37.9,서울
2020-03-24,11.4,35.0,서울
2020-03-25,12.5,33.6,서울
2020-03-26,14.8,53.8,서울
2020-03-27,11.9,56.4,서울
2020-03-28,7.7,17.9,서울
2020-03-29,8.7,30.6,서울
2020-03-30,10.2,38.4,서울
2020-03-31,11.9,34.5,서울
2020-04-01,11.3,35.6,서울
2020-04-02,9.3,41.4,서울
2020-04-03,10.0,53.8,서울
2020-04-04,8.9,36.4,서울
2020-04-05,7.2,29.5,서울
2020-04-06,9.3,38.3,서울
2020-04-07,10.6,56.6,서울
2020-04-08,9.4,25.5,서울
2020-04-09,8.9,44.6,서울
2020-04-10,10.7,52.6,서울
2020-04-11,9.9,63.8,서울
2020-04-12,9.9,58.6,서울
2020-04-13,12.4,39.4,서울
2020-04-14,13.0,46.8,서울
2020-04-15,13.2,39.8,서울
2020-04-16,16.0,39.9,서울
2020-04-17,12.5,77.8,서울
2020-04-18,13.5,67.9,서울
2020-04-19,12.3,75.8,서울
2020-04-20,10.0,73.0,서울
2020-04-21,7.4,49.0,서울
2020-04-22,6.0,46.8,서울
2020-04-23,7.9,47.8,서울
2020-04-24,9.9,55.6,서울
2020-04-25,13.1,54.4,서울
2020-04-26,12.3,43.1,서울
2020-04-27,12.9,49.8,서울
2020-04-28,13.9,50.0,서울
2020-04-29,14.9,48.6,서울
2020-04-30,17.1,57.1,서울
2020-05-01,20.2,73.6,서울
2020-05-02,20.3,79.6,서울
2020-05-03,21.8,68.8,서울
2020-05-04,20.2,63.9,서울
2020-05-05,16.0,67.9,서울
2020-05-06,19.4,50.0,서울
2020-05-07,20.7,32.5,서울
2020-05-08,19.9,32.8,서울
2020-05-09,14.2,94.4,서울
2020-05-10,14.4,88.6,서울
2020-05-11,16.5,61.0,서울
2020-05-12,14.3,69.4,서울
2020-05-13,16.1,47.3,서울
2020-05-14,19.3,35.4,서울
2020-05-15,16.1,81.4,서울
2020-05-16,16.7,90.3,서울
2020-05-17,19.1,80.1,서울
2020-05-18,19.1,79.4,서울
2020-05-19,13.0,73.6,서울
2020-05-20,14.4,60.4,서울
2020-05-21,17.4,56.1,서울
2020-05-22,18.5,68.5,서울
2020-05-23,20.1,66.1,서울
2020-05-24,17.1,84.8,서울
2020-05-25,16.6,81.0,서울
2020-05-26,16.2,81.9,서울
2020-05-27,17.4,68.5,서울
2020-05-28,18.7,62.8,서울
2020-05-29,20.7,65.6,서울
2020-05-30,22.6,57.3,서울
2020-05-31,21.2,63.0,서울
2020-06-01,19.7,64.3,서울
2020-06-02,17.9,71.0,서울
2020-06-03,22.0,73.3,서울
2020-06-04,21.9,81.1,서울
2020-06-05,23.0,69.4,서울
2020-06-06,24.6,63.6,서울
2020-06-07,22.7,69.4,서울
2020-06-08,25.0,63.6,서울
2020-06-09,26.7,51.6,서울
2020-06-10,25.8,63.8,서울
2020-06-11,26.1,68.3,서울
2020-06-12,24.7,68.6,서울
2020-06-13,26.9,52.8,서울
2020-06-14,24.0,70.6,서울
2020-06-15,23.0,62.3,서울
2020-06-16,24.4,63.0,서울
2020-06-17,24.3,58.6,서울
2020-06-18,23.4,61.4,서울
2020-06-19,24.7,61.4,서울
2020-06-20,24.9,62.6,서울
2020-06-21,26.1,59.5,서울
2020-06-22,28.6,50.5,서울
2020-06-23,27.3,53.5,서울
2020-06-24,22.3,83.5,서울
2020-06-25,21.6,91.0,서울
2020-06-26,21.8,82.1,서울
2020-06-27,24.1,70.4,서울
2020-06-28,25.2,70.5,서울
2020-06-29,23.8,77.0,서울
2020-06-30,20.1,83.0,서울
2020-07-01,21.1,79.3,서울
2020-07-02,24.2,74.5,서울
2020-07-03,25.5,63.5,서울
2020-07-04,24.2,63.9,서울
2020-07-05,23.8,68.6,서울
2020-07-06,25.6,66.6,서울
2020-07-07,24.1,75.5,서울
2020-07-08,25.5,71.9,서울
2020-07-09,27.5,64.6,서울
2020-07-10,24.5,75.0,서울
2020-07-11,25.8,62.6,서울
2020-07-12,23.5,71.9,서울
2020-07-13,18.7,94.8,서울
2020-07-14,20.3,79.4,서울
2020-07-15,23.4,63.1,서울
2020-07-16,25.0,70.9,서울
2020-07-17,26.0,72.0,서울
2020-07-18,26.1,71.6,서울
2020-07-19,24.0,81.6,서울
2020-07-20,23.8,86.3,서울
2020-07-21,25.0,77.0,서울
2020-07-22,23.7,89.3,서울
2020-07-23,21.1,95.5,서울
2020-07-24,22.5,74.3,서울
2020-07-25,24.3,69.3,서울
2020-07-26,25.4,69.3,서울
2020-07-27,24.3,86.4,서울
2020-07-28,24.4,84.8,서울
2020-07-29,23.7,95.8,서울
2020-07-30,25.3,85.5,서울
2020-07-31,26.2,81.9,서울
2020-08-01,25.3,90.9,서울
2020-08-02,24.9,96.3,서울
2020-08-03,25.0,96.3,서울
2020-08-04,27.0,89.3,서울
2020-08-05,26.5,92.1,서울
2020-08-06,24.1,92.8,서울
2020-08-07,24.3,85.3,서울
2020-08-08,24.2,89.5,서울
2020-08-09,24.9,95.4,서울
2020-08-10,26.5,91.6,서울
2020-08-11,24.6,92.5,서울
2020-08-12,27.2,83.9,서울
2020-08-13,28.0,82.4,서울
2020-08-14,27.1,86.1,서울
2020-08-15,26.1,96.0,서울
2020-08-16,27.4,82.6,서울
2020-08-17,28.2,77.9,서울
2020-08-18,27.5,76.3,서울
2020-08-19,27.1,76.8,서울
2020-08-20,27.7,76.0,서울
2020-08-21,26.6,83.1,서울
2020-08-22,24.3,87.4,서울
2020-08-23,25.3,78.4,서울
2020-08-24,27.8,71.6,서울
2020-08-25,29.9,69.5,서울
2020-08-26,30.2,68.3,서울
2020-08-27,27.1,84.6,서울
2020-08-28,27.3,89.1,서울
2020-08-29,26.8,90.1,서울
2020-08-30,26.8,88.8,서울
2020-08-31,26.4,77.9,서울
2020-09-01,26.6,72.4,서울
2020-09-02,24.3,91.3,서울
2020-09-03,22.7,82.0,서울
2020-09-04,23.3,63.9,서울
2020-09-05,23.3,66.6,서울
2020-09-06,21.7,80.0,서울
2020-09-07,19.2,93.5,서울
2020-09-08,23.4,71.5,서울
2020-09-09,21.1,83.4,서울
2020-09-10,22.8,75.8,서울
2020-09-11,22.4,72.6,서울
2020-09-12,20.2,83.8,서울
2020-09-13,21.5,70.4,서울
2020-09-14,21.3,79.3,서울
2020-09-15,23.0,76.4,서울
2020-09-16,22.5,79.9,서울
2020-09-17,21.3,70.3,서울
2020-09-18,21.5,62.0,서울
2020-09-19,21.2,59.3,서울
2020-09-20,19.7,57.6,서울
2020-09-21,19.1,56.1,서울
2020-09-22,20.2,55.3,서울
2020-09-23,19.2,59.9,서울
2020-09-24,20.6,59.6,서울
2020-09-25,20.1,64.1,서울
2020-09-26,19.3,62.5,서울
2020-09-27,20.4,63.3,서울
2020-09-28,20.7,66.0,서울
2020-09-29,19.6,67.6,서울
2020-09-30,19.6,78.0,서울
2020-10-01,18.8,74.9,서울
2020-10-02,19.2,79.6,서울
2020-10-03,19.9,72.5,서울
2020-10-04,16.6,65.1,서울
2020-10-05,13.3,57.3,서울
2020-10-06,14.2,55.9,서울
2020-10-07,16.0,48.9,서울
2020-10-08,17.2,53.0,서울
2020-10-09,17.2,53.4,서울
2020-10-10,16.9,60.1,서울
2020-10-11,16.9,68.5,서울
2020-10-12,16.2,68.6,서울
2020-10-13,13.6,52.3,서울
2020-10-14,12.8,47.0,서울
2020-10-15,11.7,41.8,서울
2020-10-16,11.8,64.3,서울
2020-10-17,13.1,64.3,서울
2020-10-18,13.6,65.5,서울
2020-10-19,15.1,74.4,서울
2020-10-20,15.2,67.1,서울
