SOLDDATE,TEMP,HUM,REGION_U
2021-01-01,-4.2,64.0,서울
2021-01-02,-5.0,38.5,서울
2021-01-03,-5.6,45.0,서울
2021-01-04,-3.5,51.4,서울
2021-01-05,-5.5,52.8,서울
2021-01-06,-7.4,54.6,서울
2021-01-07,-14.5,49.9,서울
2021-01-08,-14.9,44.0,서울
2021-01-09,-12.2,46.3,서울
2021-01-10,-7.7,54.4,서울
2021-01-11,-6.7,62.1,서울
2021-01-12,-3.9,79.5,서울
2021-01-13,2.0,80.3,서울
2021-01-14,1.7,46.5,서울
2021-01-15,4.5,67.4,서울
2021-01-16,-4.9,59.3,서울
2021-01-17,-5.5,58.5,서울
2021-01-18,-3.8,64.3,서울
2021-01-19,-6.3,37.9,서울
2021-01-20,-0.1,37.8,서울
2021-01-21,4.5,64.4,서울
2021-01-22,5.5,92.9,서울
2021-01-23,7.6,66.0,서울
2021-01-24,7.3,63.9,서울
2021-01-25,7.9,62.0,서울
2021-01-26,5.3,80.4,서울
2021-01-27,1.7,47.6,서울
2021-01-28,-2.6,52.3,서울
2021-01-29,-8.8,40.0,서울
2021-01-30,-1.6,60.0,서울
2021-01-31,3.2,57.0,서울
2021-02-01,5.0,74.5,서울
2021-02-02,-5.6,44.1,서울
2021-02-03,-3.2,64.6,서울
2021-02-04,-3.6,50.1,서울
2021-02-05,1.4,71.8,서울
2021-02-06,6.8,80.4,서울
2021-02-07,3.6,67.0,서울
2021-02-08,-3.1,43.6,서울
2021-02-09,-0.9,51.9,서울
2021-02-10,3.4,75.1,서울
2021-02-11,5.5,71.5,서울
2021-02-12,6.5,60.6,서울
2021-02-13,7.6,50.6,서울
2021-02-14,9.5,47.6,서울
2021-02-15,1.2,65.1,서울
2021-02-16,-5.1,57.9,서울
2021-02-17,-8.3,44.1,서울
2021-02-18,-5.8,44.9,서울
2021-02-19,1.6,66.9,서울
2021-02-20,8.8,60.4,서울
2021-02-21,10.8,66.6,서울
2021-02-22,7.8,58.3,서울
2021-02-23,0.0,34.0,서울
2021-02-24,2.9,33.0,서울
2021-02-25,4.2,35.1,서울
