SOLDDATE,TEMP,HUM,REGION_U
2017-01-01,2.7,75.9,서울
2017-01-02,5.0,77.8,서울
2017-01-03,2.0,61.8,서울
2017-01-04,3.9,55.0,서울
2017-01-05,3.8,52.3,서울
2017-01-06,5.4,58.5,서울
2017-01-07,4.6,64.9,서울
2017-01-08,6.5,61.4,서울
2017-01-09,1.5,60.8,서울
2017-01-10,-3.7,45.1,서울
2017-01-11,-3.8,36.4,서울
2017-01-12,-2.2,43.1,서울
2017-01-13,-6.0,47.4,서울
2017-01-14,-8.4,33.3,서울
2017-01-15,-6.6,35.3,서울
2017-01-16,-3.8,37.6,서울
2017-01-17,-2.0,46.6,서울
2017-01-18,-0.5,68.9,서울
2017-01-19,-1.2,55.4,서울
2017-01-20,-4.4,70.3,서울
2017-01-21,-5.2,78.1,서울
2017-01-22,-8.3,51.3,서울
2017-01-23,-8.9,48.4,서울
2017-01-24,-7.0,49.6,서울
2017-01-25,-5.2,50.6,서울
2017-01-26,-1.3,64.4,서울
2017-01-27,-2.6,47.3,서울
2017-01-28,-1.6,38.0,서울
2017-01-29,0.8,71.1,서울
2017-01-30,-4.8,61.4,서울
2017-01-31,-5.4,44.8,서울
2017-02-01,-4.0,44.5,서울
2017-02-02,-2.7,52.9,서울
2017-02-03,1.5,65.4,서울
2017-02-04,0.9,69.4,서울
2017-02-05,1.2,75.3,서울
2017-02-06,-1.7,51.0,서울
2017-02-07,-2.0,45.4,서울
2017-02-08,-2.2,50.1,서울
2017-02-09,-5.3,47.0,서울
2017-02-10,-6.6,44.3,서울
2017-02-11,-4.8,45.4,서울
2017-02-12,-2.2,51.3,서울
2017-02-13,0.1,59.6,서울
2017-02-14,0.3,46.0,서울
2017-02-15,1.8,52.1,서울
2017-02-16,5.5,63.9,서울
2017-02-17,0.8,56.9,서울
2017-02-18,-2.6,49.4,서울
2017-02-19,2.3,68.0,서울
2017-02-20,-1.5,53.8,서울
2017-02-21,-0.6,37.1,서울
2017-02-22,1.7,70.8,서울
2017-02-23,-1.5,56.4,서울
2017-02-24,-0.8,51.3,서울
2017-02-25,2.6,63.6,서울
2017-02-26,3.6,52.8,서울
2017-02-27,3.7,37.4,서울
2017-02-28,5.6,41.5,서울
2017-03-01,5.0,65.0,서울
2017-03-02,1.8,59.5,서울
2017-03-03,3.3,54.4,서울
2017-03-04,5.7,60.0,서울
2017-03-05,5.2,71.6,서울
2017-03-06,0.1,41.3,서울
2017-03-07,-1.3,37.5,서울
2017-03-08,-0.1,50.6,서울
2017-03-09,3.2,47.3,서울
2017-03-10,4.8,37.4,서울
2017-03-11,7.3,37.4,서울
2017-03-12,8.2,58.4,서울
2017-03-13,6.9,49.8,서울
2017-03-14,5.8,37.5,서울
2017-03-15,6.3,34.9,서울
2017-03-16,6.2,41.8,서울
2017-03-17,7.7,43.1,서울
2017-03-18,9.5,34.1,서울
2017-03-19,10.9,36.0,서울
2017-03-20,10.2,40.4,서울
2017-03-21,7.4,48.1,서울
2017-03-22,7.6,32.8,서울
2017-03-23,9.1,34.0,서울
2017-03-24,8.7,41.4,서울
2017-03-25,8.1,41.1,서울
2017-03-26,7.3,53.1,서울
2017-03-27,6.1,67.4,서울
2017-03-28,7.1,59.8,서울
2017-03-29,8.8,54.9,서울
2017-03-30,10.6,50.0,서울
2017-03-31,8.6,70.6,서울
2017-04-01,9.0,60.5,서울
2017-04-02,9.0,53.1,서울
2017-04-03,11.4,45.6,서울
2017-04-04,14.1,35.3,서울
2017-04-05,12.0,66.0,서울
2017-04-06,10.4,90.0,서울
2017-04-07,14.5,68.1,서울
2017-04-08,13.0,74.5,서울
2017-04-09,14.8,59.6,서울
2017-04-10,16.5,25.8,서울
2017-04-11,15.3,36.8,서울
2017-04-12,11.5,21.8,서울
2017-04-13,12.7,54.0,서울
2017-04-14,13.0,57.9,서울
2017-04-15,16.8,59.4,서울
2017-04-16,18.7,52.9,서울
2017-04-17,14.7,66.5,서울
2017-04-18,11.7,76.5,서울
2017-04-19,12.6,43.1,서울
2017-04-20,12.9,45.4,서울
2017-04-21,13.1,56.5,서울
2017-04-22,14.8,48.4,서울
2017-04-23,14.9,40.0,서울
2017-04-24,15.1,39.4,서울
2017-04-25,16.0,56.8,서울
2017-04-26,15.1,36.0,서울
2017-04-27,13.6,41.8,서울
2017-04-28,14.4,57.3,서울
2017-04-29,17.1,44.3,서울
2017-04-30,19.3,57.9,서울
2017-05-01,20.1,50.8,서울
2017-05-02,20.7,42.0,서울
2017-05-03,21.5,34.1,서울
2017-05-04,21.0,43.6,서울
2017-05-05,20.9,53.4,서울
2017-05-06,14.9,32.0,서울
2017-05-07,16.6,42.6,서울
2017-05-08,17.9,43.6,서울
2017-05-09,17.1,62.6,서울
2017-05-10,16.4,73.0,서울
2017-05-11,19.3,65.3,서울
2017-05-12,19.1,71.6,서울
2017-05-13,16.4,77.8,서울
2017-05-14,15.7,58.3,서울
2017-05-15,16.0,61.4,서울
2017-05-16,17.1,60.5,서울
2017-05-17,18.6,51.5,서울
2017-05-18,20.4,41.9,서울
2017-05-19,21.1,42.6,서울
2017-05-20,20.9,44.0,서울
2017-05-21,21.5,48.1,서울
2017-05-22,21.8,53.6,서울
2017-05-23,20.0,68.0,서울
2017-05-24,21.8,60.4,서울
2017-05-25,19.2,45.6,서울
2017-05-26,17.7,41.5,서울
2017-05-27,19.5,46.1,서울
2017-05-28,21.2,50.6,서울
2017-05-29,22.9,61.8,서울
2017-05-30,23.6,43.5,서울
2017-05-31,23.3,49.1,서울
2017-06-01,23.3,51.8,서울
2017-06-02,20.5,37.4,서울
2017-06-03,20.5,44.0,서울
2017-06-04,21.7,36.9,서울
2017-06-05,24.2,33.3,서울
2017-06-06,19.4,60.0,서울
2017-06-07,17.6,91.4,서울
2017-06-08,20.1,67.3,서울
2017-06-09,21.2,69.8,서울
2017-06-10,21.5,46.8,서울
2017-06-11,22.8,33.8,서울
2017-06-12,22.1,45.5,서울
2017-06-13,21.5,63.0,서울
2017-06-14,21.8,63.0,서울
2017-06-15,23.1,62.4,서울
2017-06-16,25.5,55.8,서울
2017-06-17,24.2,52.3,서울
2017-06-18,24.3,52.0,서울
2017-06-19,24.8,50.9,서울
2017-06-20,26.0,43.4,서울
2017-06-21,25.4,52.6,서울
2017-06-22,25.3,57.3,서울
2017-06-23,26.7,53.0,서울
2017-06-24,24.5,60.4,서울
2017-06-25,23.8,75.4,서울
2017-06-26,23.1,76.9,서울
2017-06-27,25.2,67.5,서울
2017-06-28,26.0,63.5,서울
2017-06-29,26.2,64.8,서울
2017-06-30,25.9,65.9,서울
2017-07-01,25.3,73.6,서울
2017-07-02,24.3,90.5,서울
2017-07-03,24.7,87.6,서울
2017-07-04,26.7,74.5,서울
2017-07-05,27.4,66.9,서울
2017-07-06,27.6,72.3,서울
2017-07-07,26.4,80.8,서울
2017-07-08,26.0,83.3,서울
2017-07-09,26.3,88.0,서울
2017-07-10,24.0,96.5,서울
2017-07-11,26.0,81.4,서울
2017-07-12,27.1,75.9,서울
2017-07-13,27.6,71.0,서울
2017-07-14,28.7,68.4,서울
2017-07-15,25.0,89.0,서울
2017-07-16,26.2,83.4,서울
2017-07-17,26.8,77.3,서울
2017-07-18,26.5,80.6,서울
2017-07-19,28.3,71.4,서울
2017-07-20,29.9,66.1,서울
2017-07-21,29.8,73.1,서울
2017-07-22,29.3,75.8,서울
2017-07-23,27.0,89.5,서울
2017-07-24,26.2,82.3,서울
2017-07-25,29.4,64.1,서울
2017-07-26,28.7,55.6,서울
2017-07-27,27.1,62.5,서울
2017-07-28,25.5,92.1,서울
2017-07-29,27.2,72.3,서울
2017-07-30,27.9,64.4,서울
2017-07-31,25.7,82.3,서울
2017-08-01,28.6,73.0,서울
2017-08-02,30.0,71.9,서울
2017-08-03,30.2,60.6,서울
2017-08-04,30.3,60.1,서울
2017-08-05,31.4,63.0,서울
2017-08-06,29.8,71.9,서울
2017-08-07,29.2,68.1,서울
2017-08-08,28.2,67.1,서울
2017-08-09,27.6,66.4,서울
2017-08-10,24.8,89.9,서울
2017-08-11,27.0,72.5,서울
2017-08-12,27.8,60.3,서울
2017-08-13,26.3,62.1,서울
2017-08-14,24.6,67.5,서울
2017-08-15,21.9,93.8,서울
2017-08-16,23.3,80.5,서울
2017-08-17,24.8,77.1,서울
2017-08-18,26.3,75.6,서울
2017-08-19,26.1,75.8,서울
2017-08-20,23.2,95.6,서울
2017-08-21,25.8,81.5,서울
2017-08-22,27.3,70.6,서울
2017-08-23,27.2,84.1,서울
2017-08-24,26.5,85.3,서울
2017-08-25,25.3,61.9,서울
2017-08-26,24.2,54.5,서울
2017-08-27,22.7,62.0,서울
2017-08-28,21.5,73.1,서울
2017-08-29,19.5,51.4,서울
2017-08-30,19.8,55.8,서울
2017-08-31,22.2,62.4,서울
2017-09-01,23.3,56.0,서울
2017-09-02,23.8,59.0,서울
2017-09-03,23.7,64.0,서울
2017-09-04,24.6,53.8,서울
2017-09-05,21.9,62.4,서울
2017-09-06,20.6,75.5,서울
2017-09-07,22.4,73.3,서울
2017-09-08,24.3,67.5,서울
2017-09-09,23.8,70.1,서울
2017-09-10,23.0,74.3,서울
2017-09-11,21.2,79.8,서울
2017-09-12,22.1,58.6,서울
2017-09-13,21.4,49.3,서울
2017-09-14,22.4,48.8,서울
2017-09-15,22.6,48.4,서울
2017-09-16,22.0,50.9,서울
2017-09-17,23.1,51.3,서울
2017-09-18,21.9,62.8,서울
2017-09-19,22.6,79.1,서울
2017-09-20,19.5,48.9,서울
2017-09-21,20.3,57.3,서울
2017-09-22,20.6,60.8,서울
2017-09-23,21.8,69.8,서울
2017-09-24,22.4,71.5,서울
2017-09-25,23.4,58.0,서울
2017-09-26,25.1,57.0,서울
2017-09-27,22.7,66.4,서울
2017-09-28,19.2,49.1,서울
2017-09-29,17.4,39.3,서울
2017-09-30,20.0,64.9,서울
2017-10-01,18.2,74.8,서울
2017-10-02,22.0,62.3,서울
2017-10-03,17.6,49.8,서울
2017-10-04,16.7,48.5,서울
2017-10-05,18.7,56.4,서울
2017-10-06,18.9,66.4,서울
2017-10-07,21.9,67.6,서울
2017-10-08,23.0,66.9,서울
2017-10-09,22.5,66.0,서울
2017-10-10,21.4,76.9,서울
2017-10-11,15.5,77.1,서울
2017-10-12,11.4,71.0,서울
2017-10-13,12.8,51.0,서울
2017-10-14,14.4,42.8,서울
2017-10-15,15.8,42.5,서울
2017-10-16,16.6,47.6,서울
2017-10-17,16.2,47.1,서울
2017-10-18,16.5,58.8,서울
2017-10-19,17.0,58.3,서울
2017-10-20,17.0,58.6,서울
2017-10-21,17.6,52.8,서울
2017-10-22,16.3,50.4,서울
2017-10-23,13.7,47.0,서울
2017-10-24,14.4,54.3,서울
2017-10-25,14.4,59.0,서울
2017-10-26,14.5,56.5,서울
2017-10-27,16.9,54.4,서울
2017-10-28,17.2,51.9,서울
2017-10-29,11.5,45.6,서울
2017-10-30,7.7,27.4,서울
2017-10-31,10.4,54.3,서울
2017-11-01,14.4,72.4,서울
2017-11-02,15.5,78.8,서울
2017-11-03,12.3,66.0,서울
2017-11-04,7.8,47.9,서울
2017-11-05,8.4,52.5,서울
2017-11-06,11.4,64.5,서울
2017-11-07,14.4,61.4,서울
2017-11-08,13.1,53.3,서울
2017-11-09,9.4,39.6,서울
2017-11-10,9.8,56.3,서울
2017-11-11,5.9,42.9,서울
2017-11-12,5.3,57.1,서울
2017-11-13,8.4,64.4,서울
2017-11-14,7.5,42.5,서울
2017-11-15,3.2,38.3,서울
2017-11-16,1.0,30.3,서울
2017-11-17,3.0,39.4,서울
2017-11-18,-2.1,38.5,서울
2017-11-19,-1.6,37.8,서울
2017-11-20,-0.4,55.3,서울
2017-11-21,1.3,55.6,서울
2017-11-22,4.3,54.8,서울
2017-11-23,0.9,49.3,서울
2017-11-24,-0.4,62.5,서울
2017-11-25,3.0,77.6,서울
2017-11-26,3.3,71.6,서울
2017-11-27,2.5,53.0,서울
2017-11-28,6.4,64.1,서울
2017-11-29,3.2,48.3,서울
2017-11-30,-2.4,26.8,서울
2017-12-01,-2.2,49.4,서울
2017-12-02,1.9,59.9,서울
2017-12-03,4.9,83.1,서울
2017-12-04,-1.2,48.1,서울
2017-12-05,-4.2,40.1,서울
2017-12-06,0.2,72.6,서울
2017-12-07,0.7,64.5,서울
2017-12-08,-3.8,41.3,서울
2017-12-09,-0.5,46.1,서울
2017-12-10,1.1,67.9,서울
2017-12-11,-7.0,40.5,서울
2017-12-12,-9.4,41.9,서울
2017-12-13,-8.7,42.0,서울
2017-12-14,-6.6,42.9,서울
2017-12-15,-3.0,52.6,서울
2017-12-16,-5.7,43.1,서울
2017-12-17,-6.7,38.1,서울
2017-12-18,-1.6,80.0,서울
2017-12-19,-3.9,49.4,서울
2017-12-20,-3.9,68.0,서울
2017-12-21,-0.9,71.4,서울
2017-12-22,3.4,66.6,서울
2017-12-23,6.1,75.8,서울
2017-12-24,2.9,82.0,서울
2017-12-25,-2.1,43.1,서울
2017-12-26,-3.8,41.8,서울
2017-12-27,-6.9,31.4,서울
2017-12-28,-2.1,47.0,서울
2017-12-29,2.1,67.0,서울
2017-12-30,1.4,79.5,서울
2017-12-31,-0.3,54.4,서울
2017-01-01,1.8,76.3,경기도북부
2017-01-02,4.5,76.9,경기도북부
2017-01-03,0.7,66.5,경기도북부
2017-01-04,2.5,62.1,경기도북부
2017-01-05,2.7,60.1,경기도북부
2017-01-06,4.2,61.6,경기도북부
2017-01-07,2.5,70.1,경기도북부
2017-01-08,5.8,65.3,경기도북부
2017-01-09,1.9,57.6,경기도북부
2017-01-10,-3.7,46.8,경기도북부
2017-01-11,-4.4,38.1,경기도북부
2017-01-12,-3.2,44.4,경기도북부
2017-01-13,-6.1,44.3,경기도북부
2017-01-14,-8.2,30.9,경기도북부
2017-01-15,-6.9,37.5,경기도북부
2017-01-16,-4.8,41.6,경기도북부
2017-01-17,-3.2,45.9,경기도북부
2017-01-18,-1.8,69.0,경기도북부
2017-01-19,-2.0,56.5,경기도북부
2017-01-20,-4.0,60.5,경기도북부
2017-01-21,-6.0,73.6,경기도북부
2017-01-22,-8.0,42.6,경기도북부
2017-01-23,-9.2,50.3,경기도북부
2017-01-24,-8.1,51.6,경기도북부
2017-01-25,-6.6,50.4,경기도북부
2017-01-26,-2.4,63.3,경기도북부
2017-01-27,-2.3,47.4,경기도북부
2017-01-28,-2.9,46.3,경기도북부
2017-01-29,0.0,72.0,경기도북부
2017-01-30,-5.1,63.9,경기도북부
2017-01-31,-6.8,53.9,경기도북부
2017-02-01,-4.4,45.6,경기도북부
2017-02-02,-3.6,51.5,경기도북부
2017-02-03,-0.5,67.1,경기도북부
2017-02-04,-0.5,75.5,경기도북부
2017-02-05,0.8,74.8,경기도북부
2017-02-06,-1.3,48.5,경기도북부
2017-02-07,-2.6,49.4,경기도북부
2017-02-08,-2.4,52.1,경기도북부
2017-02-09,-4.7,43.9,경기도북부
2017-02-10,-6.2,39.9,경기도북부
2017-02-11,-4.3,40.5,경기도북부
2017-02-12,-2.6,50.3,경기도북부
2017-02-13,-1.4,57.6,경기도북부
2017-02-14,-0.6,44.9,경기도북부
2017-02-15,0.6,51.3,경기도북부
2017-02-16,4.3,64.0,경기도북부
2017-02-17,1.7,51.0,경기도북부
2017-02-18,-2.4,47.0,경기도북부
2017-02-19,1.5,63.6,경기도북부
2017-02-20,-1.1,51.0,경기도북부
2017-02-21,-1.5,38.1,경기도북부
2017-02-22,0.5,72.1,경기도북부
2017-02-23,-0.6,51.6,경기도북부
2017-02-24,-1.1,51.5,경기도북부
2017-02-25,1.1,59.9,경기도북부
2017-02-26,2.4,52.4,경기도북부
2017-02-27,2.8,44.1,경기도북부
2017-02-28,3.9,48.4,경기도북부
2017-03-01,4.3,62.4,경기도북부
2017-03-02,2.2,60.4,경기도북부
2017-03-03,2.4,56.6,경기도북부
2017-03-04,4.5,59.5,경기도북부
2017-03-05,4.1,67.8,경기도북부
2017-03-06,0.5,37.6,경기도북부
2017-03-07,-1.4,33.0,경기도북부
2017-03-08,-0.9,55.6,경기도북부
2017-03-09,2.3,46.5,경기도북부
2017-03-10,4.1,35.1,경기도북부
2017-03-11,5.9,41.6,경기도북부
2017-03-12,7.1,57.5,경기도북부
2017-03-13,6.6,46.0,경기도북부
2017-03-14,5.9,35.9,경기도북부
2017-03-15,5.4,33.8,경기도북부
2017-03-16,5.5,41.5,경기도북부
2017-03-17,7.0,37.6,경기도북부
2017-03-18,8.9,29.6,경기도북부
2017-03-19,9.1,34.4,경기도북부
2017-03-20,8.8,40.5,경기도북부
2017-03-21,7.5,44.6,경기도북부
2017-03-22,7.1,35.3,경기도북부
2017-03-23,8.3,30.4,경기도북부
2017-03-24,7.6,38.4,경기도북부
2017-03-25,7.1,53.4,경기도북부
2017-03-26,6.4,59.6,경기도북부
2017-03-27,5.9,66.8,경기도북부
2017-03-28,5.6,59.8,경기도북부
2017-03-29,8.0,48.6,경기도북부
2017-03-30,9.7,50.6,경기도북부
2017-03-31,7.3,74.6,경기도북부
2017-04-01,7.9,63.3,경기도북부
2017-04-02,8.3,54.1,경기도북부
2017-04-03,10.8,47.5,경기도북부
2017-04-04,12.8,42.0,경기도북부
2017-04-05,10.9,62.5,경기도북부
2017-04-06,11.1,83.0,경기도북부
2017-04-07,15.0,65.6,경기도북부
2017-04-08,13.9,69.8,경기도북부
2017-04-09,14.1,56.0,경기도북부
2017-04-10,15.7,26.3,경기도북부
2017-04-11,15.3,31.5,경기도북부
2017-04-12,10.9,18.9,경기도북부
2017-04-13,11.7,48.3,경기도북부
2017-04-14,12.9,56.0,경기도북부
2017-04-15,15.8,61.9,경기도북부
2017-04-16,17.4,54.9,경기도북부
2017-04-17,13.1,66.8,경기도북부
2017-04-18,10.6,76.8,경기도북부
2017-04-19,12.3,46.3,경기도북부
2017-04-20,12.1,52.6,경기도북부
2017-04-21,12.3,55.6,경기도북부
2017-04-22,13.7,47.0,경기도북부
2017-04-23,13.7,40.6,경기도북부
2017-04-24,13.7,39.6,경기도북부
2017-04-25,15.6,50.4,경기도북부
2017-04-26,14.8,29.4,경기도북부
2017-04-27,12.6,43.5,경기도북부
2017-04-28,13.9,53.6,경기도북부
2017-04-29,15.8,44.1,경기도북부
2017-04-30,18.4,51.9,경기도북부
2017-05-01,19.3,46.6,경기도북부
2017-05-02,19.1,46.5,경기도북부
2017-05-03,20.1,42.1,경기도북부
2017-05-04,20.2,43.9,경기도북부
2017-05-05,19.9,51.1,경기도북부
2017-05-06,13.6,36.1,경기도북부
2017-05-07,15.7,40.0,경기도북부
2017-05-08,16.9,46.5,경기도북부
2017-05-09,15.2,69.6,경기도북부
2017-05-10,15.7,71.9,경기도북부
2017-05-11,18.3,66.6,경기도북부
2017-05-12,18.0,74.5,경기도북부
2017-05-13,16.1,75.0,경기도북부
2017-05-14,15.5,52.4,경기도북부
2017-05-15,14.5,64.4,경기도북부
2017-05-16,15.8,67.0,경기도북부
2017-05-17,18.3,54.3,경기도북부
2017-05-18,19.2,47.5,경기도북부
2017-05-19,19.8,45.0,경기도북부
2017-05-20,20.0,47.5,경기도북부
2017-05-21,20.5,49.9,경기도북부
2017-05-22,20.5,57.4,경기도북부
2017-05-23,17.7,75.9,경기도북부
2017-05-24,20.9,61.4,경기도북부
2017-05-25,18.4,47.3,경기도북부
2017-05-26,16.9,42.5,경기도북부
2017-05-27,18.3,51.0,경기도북부
2017-05-28,19.7,56.5,경기도북부
2017-05-29,22.8,60.8,경기도북부
2017-05-30,22.0,51.9,경기도북부
2017-05-31,21.1,58.0,경기도북부
2017-06-01,22.5,51.1,경기도북부
2017-06-02,19.2,43.0,경기도북부
2017-06-03,19.9,42.3,경기도북부
2017-06-04,20.6,39.4,경기도북부
2017-06-05,22.6,38.1,경기도북부
2017-06-06,18.7,57.0,경기도북부
2017-06-07,16.9,86.1,경기도북부
2017-06-08,19.4,65.6,경기도북부
2017-06-09,20.2,71.0,경기도북부
2017-06-10,20.7,44.3,경기도북부
2017-06-11,20.9,38.6,경기도북부
2017-06-12,21.3,46.5,경기도북부
2017-06-13,20.3,68.3,경기도북부
2017-06-14,21.2,64.1,경기도북부
2017-06-15,22.7,60.9,경기도북부
2017-06-16,24.6,55.3,경기도북부
2017-06-17,23.5,55.1,경기도북부
2017-06-18,23.2,51.0,경기도북부
2017-06-19,23.0,51.6,경기도북부
2017-06-20,24.6,46.6,경기도북부
2017-06-21,24.8,52.5,경기도북부
2017-06-22,24.7,56.9,경기도북부
2017-06-23,25.4,59.8,경기도북부
2017-06-24,23.1,73.6,경기도북부
2017-06-25,22.7,79.5,경기도북부
2017-06-26,22.0,76.8,경기도북부
2017-06-27,23.4,73.3,경기도북부
2017-06-28,24.7,71.6,경기도북부
2017-06-29,25.0,66.8,경기도북부
2017-06-30,24.6,66.4,경기도북부
2017-07-01,24.8,70.4,경기도북부
2017-07-02,23.6,89.6,경기도북부
2017-07-03,24.2,85.4,경기도북부
2017-07-04,26.8,74.0,경기도북부
2017-07-05,26.8,68.9,경기도북부
2017-07-06,27.6,69.0,경기도북부
2017-07-07,25.8,83.6,경기도북부
2017-07-08,25.3,88.4,경기도북부
2017-07-09,25.7,87.0,경기도북부
2017-07-10,23.3,92.6,경기도북부
2017-07-11,25.9,80.6,경기도북부
2017-07-12,26.9,78.5,경기도북부
2017-07-13,26.5,75.3,경기도북부
2017-07-14,27.8,75.0,경기도북부
2017-07-15,24.9,89.8,경기도북부
2017-07-16,25.5,83.6,경기도북부
2017-07-17,26.1,80.5,경기도북부
2017-07-18,26.0,82.4,경기도북부
2017-07-19,27.0,78.9,경기도북부
2017-07-20,28.4,75.0,경기도북부
