고객번호,분기_count지수
00001,-0.8
00002,3.0
00003,-4.2
00004,6.2
00006,-3.6
00007,1.8
00008,3.4000000000000004
00009,-0.19999999999999996
00010,-1.8000000000000003
00011,3.6
00012,2.2
00013,1.2000000000000002
00014,-3.8
00015,2.8
00016,4.4
00017,2.2
00018,-1.4000000000000001
00019,6.6
00020,-5.199999999999999
00021,-1.2000000000000002
00022,3.0
00023,5.4
00024,3.4000000000000004
00025,-3.4
00026,-2.8
00027,-2.0
00028,1.2000000000000002
00029,0.0
00030,0.8
00031,3.6
00032,-1.4
00033,4.6
00034,-0.5999999999999999
00035,0.4
00036,1.6
00037,1.0
00038,1.4000000000000004
00039,1.0
00040,-2.8
00041,1.2000000000000002
00042,-1.2000000000000002
00043,-0.5999999999999999
00044,6.0
00045,-0.3999999999999999
00046,1.2000000000000002
00047,-1.4000000000000001
00048,3.4000000000000004
00049,-4.2
00050,6.2
00051,1.6
00052,3.2
00053,-3.0
00054,2.0
00055,-1.2
00056,0.20000000000000007
00057,-0.3999999999999999
00058,3.2
00059,1.2000000000000002
00060,2.0
00061,3.0
00062,-4.8
00063,2.8000000000000003
00064,2.0
00065,5.4
00066,1.2000000000000002
00067,-3.0
00068,3.0
00069,6.0
00070,6.800000000000001
00071,-1.4
00072,2.0
00073,4.6000000000000005
00074,1.6
00075,0.0
00076,2.4
00077,3.4000000000000004
00078,2.4000000000000004
00079,3.2
00080,0.0
00081,4.4
00082,3.4000000000000004
00083,-3.2
00084,5.4
00085,2.2
00086,5.8
00087,2.2
00088,6.2
00089,2.2
00090,1.4000000000000001
00091,5.4
00092,-2.0
00093,2.6
00094,7.0
00095,2.4000000000000004
00096,5.4
00097,-3.0
00098,5.6
00099,3.6
00100,-1.6
00101,1.0
00102,-0.19999999999999996
00103,0.19999999999999996
00104,1.2000000000000002
00105,2.0
00106,-0.3999999999999999
00107,-1.4
00108,2.6
00109,1.8
00110,-1.8
00111,1.6
00112,3.8000000000000003
00113,5.0
00114,0.20000000000000007
00115,1.4000000000000001
00116,-5.199999999999999
00117,2.4
00118,1.8
00119,0.6
00120,3.0
00121,1.2000000000000002
00122,3.4000000000000004
00123,-3.4
00124,-3.8
00125,4.0
00126,1.4000000000000001
00127,-0.5999999999999999
00128,2.4000000000000004
00129,0.8
00130,0.6
00131,-3.8
00132,1.6
00133,2.6
00134,-4.6000000000000005
00135,0.20000000000000007
00136,0.6000000000000001
00137,2.4000000000000004
00138,7.0
00139,0.8
00140,-2.8
00141,0.8000000000000002
00143,1.6
00144,1.6
00145,-0.3999999999999999
00146,4.0
00147,5.800000000000001
00148,3.4000000000000004
00149,3.6
00150,2.4
00151,5.4
00152,-1.8000000000000003
00153,6.2
00154,4.2
00155,-1.4000000000000001
00156,6.800000000000001
00157,0.0
00158,-2.8
00159,3.0
00160,3.6
00161,-2.6
00162,5.2
00163,-1.6
00164,1.2000000000000002
00165,4.2
00166,-3.6
00167,6.4
00168,2.8
00169,3.0
00170,-0.3999999999999999
00171,2.6
00172,0.8
00173,1.4000000000000001
00175,3.4000000000000004
00176,-0.8
00177,1.0
00178,-0.5999999999999999
00179,4.0
00180,3.4000000000000004
00181,3.4000000000000004
00182,3.6
00183,0.0
00184,-1.6
00185,7.2
00186,0.20000000000000007
00187,-0.8
00188,-0.3999999999999999
00189,-0.8
00190,1.2000000000000002
00191,0.6
00192,2.8000000000000003
00193,2.8
00194,1.2000000000000002
00195,2.0
00196,-1.0
00197,1.2000000000000002
00198,1.0
00199,-3.6
00200,2.8
00201,6.6
00202,1.8
00203,0.4
00204,2.0
00205,5.4
00206,-0.8
00207,-0.3999999999999999
00208,4.0
00209,0.6000000000000001
00210,0.0
00211,3.6
00212,1.8
00213,-0.3999999999999999
00214,3.8000000000000003
00215,2.4000000000000004
00216,-0.19999999999999996
00217,7.0
00218,-1.2000000000000002
00219,0.8
00220,3.0
00221,1.4000000000000001
00222,-2.2
00223,6.4
00224,3.6
00225,0.20000000000000007
00226,2.8
00227,-0.19999999999999996
00228,0.8
00229,1.8
00230,4.2
00231,2.2
00232,-2.0
00233,-1.4000000000000001
00234,6.4
00235,2.6
00236,4.0
00237,-3.6000000000000005
00238,0.0
00239,4.6
00240,3.0
00241,-2.4
00242,1.8
00243,0.8
00245,1.8
00246,-0.6000000000000001
00247,-2.2
00248,-1.6
00249,2.0
00250,1.0
00251,3.6
00252,4.800000000000001
00253,-0.3999999999999999
00254,2.0
00255,2.4000000000000004
00256,0.8000000000000002
00257,-0.3999999999999999
00258,6.4
00259,4.0
00260,-3.0
00261,2.0
00262,-1.8
00263,4.4
00264,-2.0
00265,2.4
00266,-5.199999999999999
00267,2.0
00268,5.2
00269,-0.3999999999999999
00270,2.0
00271,2.8
