고객번호,A_sum지수,B_sum지수,C_sum지수,D_sum지수
00001,-0.8,3.0,4.800000000000001,0.0
00002,0.4,-2.8,0.0,7.2
00003,1.0,0.8,0.2,0.0
00004,0.2,7.2,1.2000000000000002,0.0
00006,1.2000000000000002,1.0,-3.6000000000000005,0.0
00007,-0.6,0.4,6.0,0.0
00008,0.2,3.2,4.0,0.0
00009,0.0,0.8,0.0,0.0
00010,0.6000000000000001,3.0,0.0,1.4000000000000001
00011,-0.6,0.20000000000000007,-1.6,0.0
00012,1.4,0.4,0.0,7.4
00013,0.0,1.2000000000000002,5.2,0.0
00014,0.0,0.0,0.2,0.0
00015,-0.6,1.0,0.6000000000000001,0.0
00016,0.4,5.4,0.0,0.0
00017,0.2,1.8,5.2,0.0
00018,-0.4,-1.8,5.2,0.0
00019,0.0,0.8,0.8,7.0
00020,0.2,1.0,4.2,0.0
00021,1.4000000000000001,1.0,0.8,0.0
00022,-0.8,0.0,0.0,0.0
00023,0.2,-2.8,-4.800000000000001,0.0
00024,5.6,1.0,0.0,6.0
00025,1.4,2.2,0.2,0.0
00026,-0.8,7.2,-4.0,1.4000000000000001
00027,0.4,7.0,4.800000000000001,0.0
00028,2.2,1.0,0.8,0.0
00029,-0.6,1.2000000000000002,6.0,0.0
00030,1.2000000000000002,1.0,0.0,0.0
00031,0.4,0.8,0.8,5.0
00032,0.2,1.2000000000000002,0.0,0.0
00033,-2.2,0.2,0.2,0.0
00034,0.0,1.0,-2.8,0.0
00035,0.2,0.4,0.0,1.4000000000000001
00036,0.2,-3.8,2.0,0.0
00037,0.2,1.0,5.0,0.0
00038,0.0,0.4,0.2,0.0
00039,-0.6,0.0,2.0,0.0
00040,0.2,0.2,-4.800000000000001,0.0
00041,-0.8,1.2000000000000002,4.6,0.0
00042,0.20000000000000007,1.2000000000000002,1.4000000000000001,0.0
00043,-3.6000000000000005,1.0,-3.0,0.0
00044,0.2,1.2000000000000002,0.2,0.0
00045,0.2,1.2000000000000002,5.0,0.0
00046,-0.6,2.0,1.0,0.0
00047,0.2,0.2,-1.6,0.0
00048,0.4,4.0,0.2,0.0
00049,0.4,-2.4,4.0,0.0
00050,0.0,2.0,1.2000000000000002,0.0
00051,-0.8,0.4,0.0,6.4
00052,0.0,0.8,0.4,0.0
00053,0.2,6.0,0.0,0.0
00054,-0.8,1.0,-4.0,1.2000000000000002
00055,5.0,3.2,0.2,0.0
00056,-0.6,1.0,2.2,0.0
00057,1.0,6.4,0.2,0.0
00058,0.0,-3.2,0.0,0.0
00059,0.0,1.4000000000000001,-4.0,0.0
00060,1.2000000000000002,1.2000000000000002,4.2,0.0
00061,0.2,1.0,1.2000000000000002,0.0
00062,1.2000000000000002,0.2,6.0,0.0
00063,0.0,1.0,0.0,0.0
00064,1.0,-0.4,4.0,0.0
00065,-0.6,0.4,1.0,0.0
00066,-0.8,1.2000000000000002,1.8,0.0
00067,2.4000000000000004,1.2000000000000002,1.0,0.0
00068,-0.19999999999999996,0.2,-4.0,0.0
00069,0.8,2.0,0.0,0.0
00070,0.2,0.8,2.2,0.0
00071,-4.0,1.0,0.0,0.0
00072,0.20000000000000007,1.0,0.8,0.0
00073,0.0,0.4,-4.0,0.0
00074,-0.6,1.2000000000000002,2.2,0.0
00075,0.0,-3.2,-0.8,0.0
00076,0.4,-4.6000000000000005,0.4,0.0
00077,0.0,3.0,0.0,0.0
00078,0.4,0.6000000000000001,2.2,0.0
00079,0.0,0.4,1.0,0.0
00080,0.2,1.2000000000000002,0.2,0.0
00081,0.4,0.2,1.8,0.0
00082,0.2,1.0,5.4,0.0
00083,1.2000000000000002,0.2,5.0,0.0
00084,-0.4,0.19999999999999996,1.0,0.0
00085,1.0,0.0,-4.0,7.4
00086,1.0,0.4,5.8,0.0
00087,-0.6,-3.0,1.2000000000000002,0.0
00088,0.2,0.2,5.8,0.0
00089,0.4,1.2000000000000002,1.0,1.0
00090,0.2,5.4,1.2000000000000002,0.0
00091,0.2,2.8000000000000003,0.2,0.0
00092,0.0,1.0,-0.8,0.0
00093,0.2,0.0,1.0,0.0
00094,3.4000000000000004,1.4000000000000001,1.2000000000000002,0.0
00095,0.2,1.0,0.2,-4.0
00096,0.2,6.0,0.0,0.0
00097,0.2,-3.4000000000000004,1.4,0.0
00098,0.0,0.4,0.0,1.0
00099,0.2,1.0,-2.2,0.0
00100,1.2000000000000002,-0.6,-3.0,0.0
00101,0.0,1.2000000000000002,0.8,0.0
00102,-0.8,1.0,0.2,0.0
00103,1.2000000000000002,1.2000000000000002,0.2,0.0
00104,2.2,0.2,6.0,0.0
00105,6.4,0.2,1.0,0.0
00106,-0.8,7.2,-2.2,0.0
00107,0.2,0.8,0.4,0.0
00108,0.2,7.2,3.0,0.0
00109,1.0,-1.7999999999999998,0.2,0.0
00110,0.0,1.2000000000000002,1.4,1.2000000000000002
00111,2.0,0.6000000000000001,0.2,0.0
00112,0.6000000000000001,1.2000000000000002,5.0,0.0
00113,-0.8,0.2,5.0,0.0
00114,-0.8,0.4,0.2,7.2
00115,0.4,0.0,1.2000000000000002,0.0
00116,-0.6,-2.8,0.4,0.0
00117,0.2,6.2,0.0,2.2
00118,1.0,1.0,1.0,0.0
00119,0.4,-3.0,0.2,0.0
00120,0.0,0.4,1.0,0.0
00121,0.4,3.0,0.0,1.2000000000000002
00122,0.0,1.0,1.0,0.0
00123,7.2,0.4,0.8,0.0
00124,0.0,-2.8,1.0,2.0
00125,-0.6,0.4,5.0,0.0
00126,-0.4,1.2000000000000002,-4.0,0.0
00127,0.2,6.0,1.6,0.0
00128,1.0,1.2000000000000002,-3.0,0.0
00129,6.0,1.0,-0.6,0.0
00130,-0.8,1.2000000000000002,1.4000000000000001,0.0
00131,0.2,6.800000000000001,0.2,0.0
00132,0.4,0.2,-0.4,0.0
00133,0.2,0.2,1.0,0.0
00134,0.2,2.2,1.0,0.0
00135,1.2000000000000002,1.2000000000000002,-3.0,0.0
00136,1.4,2.0,4.0,0.0
00137,0.4,2.6,0.0,0.0
00138,0.0,1.2000000000000002,0.0,0.0
00139,0.2,1.2000000000000002,6.0,1.4000000000000001
00140,0.0,1.0,-3.8,0.0
00141,1.0,2.0,1.2000000000000002,0.0
00143,-2.8,1.0,0.0,1.0
00144,8.4,7.2,-1.6,0.0
00145,1.2000000000000002,-3.6000000000000005,5.8,0.0
00146,-0.6,0.0,0.0,0.0
00147,-0.6,1.2000000000000002,1.0,0.0
00148,1.0,0.8,1.2000000000000002,0.0
00149,0.0,1.2000000000000002,0.0,0.0
00150,-0.4,0.2,0.0,0.0
00151,1.2000000000000002,0.2,1.8,0.0
00152,0.0,1.0,-0.6,0.0
00153,0.2,1.4000000000000001,0.8,-4.0
00154,0.4,1.4,-3.2,0.0
00155,0.2,7.2,1.0,0.0
00156,-0.6,1.0,0.8,0.0
00157,0.6000000000000001,1.0,0.0,-4.0
00158,0.4,2.2,-3.0,1.4000000000000001
00159,0.4,1.0,5.0,0.0
00160,0.2,1.0,0.8,0.0
00161,-0.8,0.6,-3.2,0.0
00162,0.4,1.0,-4.0,0.0
00163,0.2,2.0,1.0,2.4000000000000004
00164,0.2,7.0,3.4,0.0
00165,0.4,1.2000000000000002,0.8,0.0
00166,0.0,1.2000000000000002,0.8,0.0
00167,0.0,0.0,0.0,1.4000000000000001
00168,0.4,5.2,1.2000000000000002,0.0
00169,1.2000000000000002,0.4,5.2,0.0
00170,8.200000000000001,1.2000000000000002,1.0,0.0
00171,0.0,0.2,0.0,0.0
00172,0.2,2.0,1.0,0.0
00173,5.4,-3.6,0.0,0.0
00175,1.6,1.0,0.8,0.0
00176,0.4,1.2000000000000002,0.2,0.0
00177,-0.6,1.4000000000000001,-4.0,0.0
00178,-0.8,0.4,4.6,0.0
00179,0.4,0.4,0.0,1.2000000000000002
00180,0.2,-4.0,5.0,0.0
00181,0.0,8.0,5.0,0.0
00182,1.2000000000000002,7.2,0.0,1.4000000000000001
00183,2.0,0.4,1.0,0.0
00184,-0.4,2.0,5.0,0.0
00185,1.0,3.2,1.0,0.0
00186,-0.6,1.4,1.0,0.0
00187,0.2,6.0,0.20000000000000007,0.0
00188,2.0,0.6000000000000001,0.0,0.0
00189,0.4,-4.0,0.0,8.0
00190,0.2,0.0,0.0,0.0
00191,0.2,1.0,1.0,0.0
00192,1.0,2.2,1.4000000000000001,1.2000000000000002
00193,-4.6000000000000005,1.2000000000000002,-3.0,0.0
00194,0.0,1.2000000000000002,0.8,0.0
00195,1.0,1.0,1.4000000000000001,0.0
00196,0.0,2.2,0.0,5.0
00197,1.0,1.0,0.8,6.2
00198,1.2000000000000002,1.0,1.0,0.0
00199,0.0,1.2000000000000002,2.2,0.0
00200,-1.2,1.0,-0.8,0.0
00201,0.2,7.2,4.0,0.0
00202,1.4,0.8,0.2,0.0
00203,1.0,1.0,1.0,0.0
00204,0.2,0.4,0.8,0.0
00205,-0.8,0.4,1.2000000000000002,1.2000000000000002
00206,0.2,1.0,-4.4,0.0
00207,-2.2,1.0,0.6000000000000001,1.0
00208,-1.4,1.2000000000000002,0.0,0.0
00209,0.2,1.2000000000000002,0.0,0.0
00210,0.2,1.2000000000000002,1.0,0.0
00211,0.4,-3.0,2.0,0.0
00212,0.4,1.0,0.0,0.0
00213,0.2,1.0,0.2,0.0
00214,0.2,1.2000000000000002,0.0,0.0
00215,0.0,1.0,0.0,0.0
00216,0.4,1.2000000000000002,1.0,0.0
00217,-0.6,2.4,0.8,0.0
00218,0.0,1.4000000000000001,0.0,6.4
00219,0.0,6.2,1.0,0.0
00220,6.0,0.4,1.0,0.0
00221,1.4000000000000004,1.0,5.0,0.0
00222,0.6000000000000001,1.2000000000000002,6.2,0.0
00223,1.0,-3.0,0.8,0.0
00224,0.2,0.4,0.0,0.0
00225,-0.8,0.6000000000000001,5.4,0.0
00226,-3.6,1.0,0.4,0.0
00227,-3.0,0.0,0.2,0.0
00228,1.4000000000000001,0.4,1.2000000000000002,0.0
00229,1.4,5.0,2.2,0.0
00230,0.2,7.0,1.0,1.0
00231,6.4,1.0,-3.2,0.0
00232,1.2000000000000002,5.0,0.0,0.0
00233,1.6,-2.0,0.0,0.0
00234,1.0,0.4,-1.8,0.0
00235,0.2,2.0,0.2,0.0
00236,0.0,0.0,0.2,0.0
00237,0.4,6.2,0.0,0.0
00238,1.0,1.0,0.8,0.0
00239,0.2,7.0,2.0,0.0
00240,0.2,-3.2,0.0,7.2
00241,0.4,6.0,1.0,0.0
00242,1.2000000000000002,1.2000000000000002,1.0,0.0
00243,1.0,1.0,6.0,0.0
00245,0.0,6.0,1.0,0.0
00246,1.4,7.0,-3.2,0.0
00247,0.0,2.0,1.2000000000000002,0.0
00248,0.2,1.0,1.2000000000000002,0.0
00249,0.2,5.4,1.0,6.0
00250,0.2,-3.6,0.6000000000000001,0.0
00251,-0.6,5.0,0.20000000000000007,0.0
00252,0.4,-1.0,0.8,1.0
00253,0.2,0.0,1.0,0.0
00254,-0.8,5.0,4.0,0.0
00255,-0.8,7.2,-3.6,0.0
00256,0.2,8.0,1.0,0.0
00257,0.4,0.4,-3.0,0.0
00258,0.0,-2.0,0.2,0.0
00259,-3.5999999999999996,0.2,1.2000000000000002,0.0
00260,5.2,0.2,-3.8,0.0
00261,0.0,-4.6000000000000005,5.0,1.2000000000000002
00262,0.0,-2.6,0.8,0.0
00263,5.0,1.0,0.2,0.0
00264,4.0,1.2000000000000002,1.4,0.0
00265,0.0,0.0,2.0,0.0
00266,0.2,1.0,0.4,0.0
00267,0.0,0.2,1.8,0.0
00268,0.2,0.2,0.2,0.0
00269,-0.8,6.0,0.2,0.0
00270,5.2,1.2000000000000002,-1.4,0.0
00271,0.2,1.0,0.0,1.0
00272,0.4,1.4,0.8,0.0
00273,0.4,7.0,5.0,0.0
00274,4.0,1.0,-2.2,0.0
00275,0.2,1.0,0.0,0.0
00276,1.4000000000000001,2.2,0.0,0.0
00277,0.4,1.2000000000000002,1.8,0.0
00278,-4.800000000000001,0.8,-0.8,0.0
00279,0.4,4.0,1.0,0.0
00280,0.2,7.0,1.0,0.0
00281,0.6000000000000001,0.2,0.2,0.0
00282,0.0,7.0,1.0,0.0
00283,0.4,0.0,0.0,0.0
00284,0.0,1.2000000000000002,0.0,0.0
00285,0.0,1.2000000000000002,1.0,0.0
00286,0.0,1.0,1.6,0.0
00287,7.2,1.0,4.0,0.0
00288,-0.6,1.4,1.0,0.0
00289,0.2,3.0,5.0,0.0
00290,1.0,1.2000000000000002,0.0,0.0
00291,2.0,1.2000000000000002,-4.0,0.0
00292,0.4,2.0,1.8,0.0
00293,0.4,1.0,0.8,0.0
00294,1.2000000000000002,1.0,1.8,1.2000000000000002
00295,1.2000000000000002,7.0,1.8,0.0
00296,-0.6,1.6,1.2000000000000002,0.0
00297,0.2,0.0,0.2,0.0
00298,0.2,2.2,0.4,0.0
00299,-0.6,0.4,4.0,0.0
00300,7.2,0.4,1.0,0.0
00301,0.0,-2.5999999999999996,0.0,1.6
00302,0.0,1.0,-0.8,0.0
00303,-0.4,1.0,5.8,6.0
00304,1.2000000000000002,5.2,2.0,0.0
00305,0.2,0.4,0.2,0.0
00306,1.4,-3.0,0.8,0.0
00307,0.4,6.2,0.8,1.2000000000000002
00308,0.2,7.0,0.2,0.0
00309,-0.6,2.4000000000000004,-4.800000000000001,0.0
00310,0.4,1.0,3.2,0.0
00311,0.0,1.2000000000000002,-3.8000000000000003,0.0
00312,6.4,1.8,0.0,0.0
00313,-0.6,0.2,0.2,0.0
00314,-0.8,5.0,2.0,0.0
00315,0.0,3.2,0.2,0.0
00316,0.2,5.6,0.2,0.0
00317,0.2,0.2,0.2,0.0
00318,0.0,1.2000000000000002,0.8,0.0
00319,-0.6,-4.0,0.0,0.0
00320,0.2,1.2000000000000002,-3.8000000000000003,0.0
00321,-0.8,-4.4,0.2,0.0
00322,0.0,1.0,4.800000000000001,0.0
00323,0.4,1.0,1.2000000000000002,0.0
00324,1.4,1.0,5.0,0.0
00325,0.2,2.2,-2.8,0.0
00326,0.2,1.2000000000000002,0.0,5.0
00327,-0.6,1.6,-3.2,0.0
00328,0.4,1.0,1.0,0.0
00329,-0.8,1.2000000000000002,0.2,0.0
00330,1.2000000000000002,7.2,-4.0,0.0
00331,0.4,1.0,-0.6,0.0
00332,0.0,0.4,0.0,0.0
00333,0.2,1.2000000000000002,0.2,0.0
00334,0.0,0.0,0.0,0.0
00335,0.4,6.0,1.2000000000000002,0.0
00336,-0.8,1.0,4.0,0.0
00337,0.0,1.4000000000000001,0.0,0.0
00338,1.2000000000000002,0.2,-2.2,0.0
00339,1.2000000000000002,1.0,0.8,0.0
00340,0.2,2.2,1.0,6.2
00341,1.0,6.2,-2.2,0.0
00342,0.0,0.2,1.2000000000000002,0.0
00343,0.0,0.0,1.0,7.2
00344,0.0,-0.19999999999999996,0.0,0.0
00345,0.2,-3.0,0.4,0.0
00346,1.2000000000000002,6.0,5.0,0.0
00347,-0.6,1.0,1.0,0.0
00348,1.2000000000000002,0.2,0.0,0.0
00349,-0.4,0.4,6.0,1.2000000000000002
00350,1.2000000000000002,1.0,6.0,7.0
00351,0.4,1.2000000000000002,1.2000000000000002,0.0
00352,0.2,0.4,0.8,0.0
00353,6.2,1.2000000000000002,4.2,0.0
