고객번호,분기_sum지수
00001,0.0
00002,0.20000000000000007
00003,-2.0
00004,4.0
00006,-0.19999999999999996
00007,-0.6
00008,1.4
00009,0.6000000000000001
00010,-0.19999999999999996
00011,0.4
00012,-0.4
00013,1.4
00014,1.2000000000000002
00015,0.4
00016,-0.19999999999999996
00017,1.0
00018,2.8
00019,1.6
00020,-0.4
00021,-1.2
00022,1.6
00023,-0.19999999999999996
00024,2.6
00025,-1.0
00026,-0.6
00027,0.6000000000000001
00028,-2.6
00029,0.4
00030,1.4
00031,-2.2
00032,1.4
00033,1.2000000000000002
00034,-0.4
00035,-0.6
00036,2.0
00037,-4.2
00038,4.2
00039,-1.0
00040,1.4
00041,0.0
00042,-1.6
00043,-0.4
00044,2.0
00045,-0.8
00046,2.6
00047,1.4
00048,0.8000000000000002
00049,-2.2
00050,2.8
00051,0.4
00052,3.2
00053,1.8
00054,-3.6
00055,1.6
00056,-0.5999999999999999
00057,1.8
00058,-0.5999999999999999
00059,0.8000000000000002
00060,1.8
00061,3.6
00062,1.8
00063,-1.2000000000000002
00064,-0.8
00065,3.6
00066,1.8
00067,-0.6
00068,2.4
00069,1.2000000000000002
00070,3.6
00071,-0.8
00072,3.6
00073,-0.8
00074,-0.4
00075,0.6000000000000001
00076,-0.3999999999999999
00077,-2.2
00078,2.8
00079,1.6
00080,2.0
00081,0.0
00082,3.6
00083,-1.6
00084,1.4
00085,0.8
00086,4.4
00087,1.6
00088,1.8
00089,2.6
00090,-2.4
00091,-0.19999999999999996
00092,-0.8
00093,3.4000000000000004
00094,-0.19999999999999996
00095,-1.0
00096,6.2
00097,-3.6
00098,5.0
00099,3.6
00100,-2.2
00101,2.2
00102,2.0
00103,1.2000000000000002
00104,4.6
00105,-0.8
00106,0.20000000000000007
00107,0.4
00108,2.0
00109,-2.0
00110,2.8
00111,1.4
00112,2.0
00113,1.4
00114,0.2
00115,-1.8000000000000003
00116,-1.8000000000000003
00117,0.6000000000000001
00118,0.20000000000000007
00119,1.0
00120,2.4000000000000004
00121,3.6
00122,0.4
00123,2.2
00124,-2.4000000000000004
00125,0.6000000000000001
00126,1.6
00127,1.8
00128,1.2000000000000002
00129,0.6000000000000001
00130,-2.4000000000000004
00131,-0.4
00132,1.0
00133,-0.19999999999999996
00134,1.2000000000000002
00135,-0.6
00136,-1.6
00137,-4.2
00138,1.4
00139,0.6000000000000001
00140,1.4
00141,-1.0
00143,3.2
00144,2.2
00145,-0.19999999999999996
00146,3.6
00147,0.6000000000000001
00148,2.6
00149,-4.6000000000000005
00150,-1.2
00151,4.4
00152,1.2000000000000002
00153,2.2
00154,-0.19999999999999996
00155,0.20000000000000007
00156,3.8000000000000003
00157,-1.4
00158,2.8
00159,1.4
00160,1.4
00161,-1.0
00162,3.8000000000000003
00163,-1.8000000000000003
00164,1.6
00165,-1.4
00166,-1.4
00167,4.2
00168,2.2
00169,3.4000000000000004
00170,0.4
00171,-3.6
00172,1.6
00173,-1.2
00175,0.2
00176,-1.0
00177,1.8
00178,1.2000000000000002
00179,0.20000000000000007
00180,-1.8000000000000003
00181,5.0
00182,0.6000000000000001
00183,-1.6
00184,0.8
00185,2.0
00186,4.4
00187,-0.5999999999999999
00188,1.6
00189,1.4
00190,1.0
00191,2.6
00192,-1.4
00193,1.2000000000000002
00194,1.4
00195,0.2
00196,0.4
00197,1.0
00198,1.4
00199,-3.6
00200,3.2
00201,1.2000000000000002
00202,-1.2
00203,2.4
00204,3.4000000000000004
00205,4.4
00206,1.6
00207,-1.0
00208,1.0
00209,0.20000000000000007
00210,0.8
00211,-1.4
00212,-1.4
00213,4.800000000000001
00214,3.4000000000000004
00215,1.8
00216,-0.19999999999999996
00217,0.4
00218,3.4000000000000004
00219,0.2
00220,-1.2000000000000002
00221,-1.0
00222,0.6000000000000001
00223,1.6
00224,-1.2
00225,2.6
00226,2.6
00227,-0.4
00228,-2.2
00229,-0.8
00230,2.8
00231,-1.0
00232,-0.8
00233,-2.4000000000000004
00234,3.6
00235,4.800000000000001
00236,-2.0
00237,1.8
00238,-0.3999999999999999
00239,3.4000000000000004
00240,-1.4000000000000001
00241,1.8
00242,0.20000000000000007
00243,0.6000000000000001
00245,-2.0
00246,-1.6
00247,-0.8
00248,0.8
00249,1.6
00250,1.4
00251,0.0
00252,5.2
00253,0.4
00254,-2.0
00255,2.6
00256,-2.4
00257,-0.8
00258,4.6
00259,-0.5999999999999999
00260,-1.0
00261,1.6
00262,1.2000000000000002
00263,2.8
00264,-0.5999999999999999
00265,-0.8
00266,1.6
00267,1.0
00268,3.8
00269,2.0
00270,0.8
00271,-0.6
00272,-0.4
00273,3.4000000000000004
00274,0.8
00275,0.4
00276,6.4
00277,1.4
00278,0.8
00279,0.0
00280,2.4000000000000004
00281,0.0
00282,-0.4
00283,1.8
00284,-1.2
00285,1.6
00286,-1.4000000000000001
00287,2.0
00288,-1.8000000000000003
00289,3.0
00290,0.4
00291,3.8000000000000003
00292,1.4000000000000001
00293,-2.4
00294,2.6
00295,-0.8
00296,2.8
00297,-3.0
00298,-2.8
00299,-1.0
00300,0.8
00301,3.8000000000000003
00302,2.4000000000000004
00303,2.4000000000000004
00304,1.2000000000000002
00305,-0.4
00306,0.0
00307,2.6
00308,-1.4
00309,-0.3999999999999999
00310,2.4000000000000004
00311,-0.5999999999999999
00312,-1.4
00313,3.0
00314,2.6
00315,0.0
00316,-2.4
00317,-1.2
00318,1.4000000000000001
00319,-0.19999999999999996
00320,3.0
00321,-0.19999999999999996
00322,3.2
00323,6.4
00324,-0.8
00325,2.2
00326,4.4
00327,-0.19999999999999996
00328,-3.8
00329,2.4
00330,1.4
00331,5.6
00332,-0.19999999999999996
00333,3.6
00334,2.0
00335,-2.6
00336,1.8
00337,-0.4
00338,1.4000000000000001
00339,-1.0
00340,4.2
00341,3.2
00342,-1.8000000000000003
00343,0.0
00344,3.0
00345,0.6000000000000001
00346,-1.2
00347,0.4
00348,1.0
00349,1.6
00350,2.6
00351,2.4
00352,2.0
00353,1.6
00354,-1.6
00355,0.0
00356,-0.19999999999999996
00357,-2.6
00358,0.8
00359,-1.6
00360,4.800000000000001
00361,1.6
00362,-3.0
00363,1.4
00364,-0.4
00365,-1.4000000000000001
00366,2.2
00367,-1.4
00368,3.0
00369,4.6
00370,-0.19999999999999996
00371,-2.8
00372,-0.6
00373,2.4000000000000004
00374,-1.0
00375,0.0
00376,0.4
00377,-0.4
00378,1.2000000000000002
00379,1.6
00380,0.8
00381,0.0
00382,-1.4000000000000001
00383,0.20000000000000007
00384,0.8
00385,2.8
00386,-0.8
00387,2.6
00388,0.20000000000000007
00389,-0.8
00390,1.0
00391,3.8000000000000003
00392,3.6
00393,-0.19999999999999996
00394,-0.19999999999999996
00395,1.8
00396,-3.6
00397,-0.4
00398,-0.8
00399,0.20000000000000007
00400,3.2
00401,2.4000000000000004
00402,1.4000000000000001
00403,2.4000000000000004
00404,-0.19999999999999996
00405,-1.2
00406,-0.19999999999999996
00407,0.20000000000000007
00408,2.8
00409,-1.4
00410,-1.2000000000000002
00411,1.4
00412,1.4
00413,2.0
00414,-1.0
00415,5.2
00416,-0.19999999999999996
00417,0.8
00418,-0.4
00419,-1.0
00420,5.4
00421,-1.6
00422,2.4000000000000004
00423,1.4
00424,1.8
00425,0.0
00426,-2.0
00427,-0.19999999999999996
00428,0.20000000000000007
00429,0.2
00430,0.2
00431,1.2000000000000002
00432,0.20000000000000007
00433,2.2
00434,-2.2
00435,2.2
00436,1.8
00437,3.4000000000000004
00438,3.0
00439,2.6
00440,-1.2
00441,2.4000000000000004
00442,0.6000000000000001
00443,0.6000000000000001
00444,2.2
00445,-0.6
00446,-0.6
00447,2.0
00448,-1.6
00449,3.0
00450,-0.19999999999999996
00451,2.0
00452,1.6
00453,0.8
00454,0.8
00455,0.4
00456,-0.4
00457,1.2000000000000002
00458,-1.0
00459,-0.4
00461,-0.4
00462,-0.6
00463,0.4
00464,1.4
00465,-3.0
00466,-0.8
00467,-1.6
00468,1.4
00469,-2.6
00470,3.0
00471,-3.6
00472,3.2
00473,4.4
00474,1.2000000000000002
00475,4.0
00476,1.2000000000000002
00477,1.4
00478,1.6
00479,-0.4
00480,2.8
00481,-1.6
00482,1.0
00483,0.4
00484,-0.19999999999999996
00485,4.2
00486,2.2
00487,2.6
00488,1.2000000000000002
00489,2.8
00490,1.8
00491,0.4
00492,2.4000000000000004
00493,3.4000000000000004
00494,0.2
00495,4.0
00496,0.6000000000000001
00497,3.4000000000000004
00498,1.8
00499,0.4
00500,2.4000000000000004
00501,-2.0
00502,-0.3999999999999999
00503,0.0
00504,2.2
00505,-3.4
00506,0.6000000000000001
00507,-0.4
00508,0.4
00509,-1.8000000000000003
00510,2.4000000000000004
00511,0.6000000000000001
00512,1.8
00513,-1.2000000000000002
00514,-1.0
00515,4.2
00516,-0.6
00517,1.4
00518,-1.6
00519,0.20000000000000007
00520,2.4000000000000004
00521,0.6000000000000001
00522,0.8
00523,0.0
00524,0.2
00525,4.0
00526,-0.8
00527,0.4
00528,-3.6
00529,5.4
00530,-1.2
00531,4.6
00532,0.0
00533,0.4
00534,1.8
00535,-0.5999999999999999
00536,1.8
00537,2.2
00538,1.6
00539,0.20000000000000007
00540,1.2000000000000002
00541,2.4
00542,-2.8
00543,2.0
00544,-0.19999999999999996
00545,2.0
00546,2.2
00547,0.6000000000000001
00548,5.6
00549,-0.4
00550,-0.19999999999999996
00551,-0.19999999999999996
00552,-2.2
00553,3.4000000000000004
00554,-2.2
00555,2.6
00556,1.0
00557,-0.5999999999999999
00558,3.6
00559,-2.6
00560,1.6
00561,1.4000000000000001
00562,2.8
00563,0.8
00564,3.2
00565,-0.3999999999999999
00566,0.6000000000000001
00567,1.4
00568,2.2
00569,0.0
00570,2.6
00571,0.6000000000000001
00572,-0.4
00573,0.6000000000000001
00574,-1.2
00575,1.2000000000000002
00576,0.8
00577,2.0
00578,-3.6
00579,0.0
00580,-0.6
00581,2.6
00582,-1.8000000000000003
00583,-2.8
00584,1.8
00585,-0.19999999999999996
00586,0.6000000000000001
00587,0.4
00588,1.6
00589,-0.8
00590,0.0
00591,-3.0
00592,1.6
00593,1.0
00594,0.8
00595,3.8000000000000003
00596,3.2
00597,1.0
00598,-2.8
00599,1.6
00600,3.2
00601,-2.2
00602,2.0
00603,-0.19999999999999996
00604,0.2
00605,-1.4
